epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,3.746163641195744,2.4160211086273193,0.0013079827185720205,74.34590250651041,59.052760209639864,1.4609375,1.4921875,1.4494974613189697,1.9921875,0.08740234375, cats |  Trees | _door |  trees |  chickens, chairs |  cats |  cars |  phones |  rats,0.8529411554336548,0.7310924530029297,0.9747899174690247
2,0.9682437279728068,2.108260154724121,0.0006944351480342448,29.497482554117838,24.89253174463908,1.46875,1.5,1.4494974613189697,2.0,0.0849609375, cats | _door |  cat |  Trees |  door, chairs |  cats |  cars |  phones |  rats,0.8739495873451233,0.7731092572212219,0.9747899174690247
3,1.1302321362431635,1.1726042032241821,0.00661690765991807,24.710428365071614,24.527485847473145,1.484375,1.4921875,1.4494974613189697,2.015625,0.08056640625, cats |  cat | _door |  Trees |  door, chairs |  cats |  cars |  phones |  rats,0.8613445162773132,0.7394958138465881,0.9831932783126831
4,0.7745869264099373,0.0012137781595811248,2.277690887451172,21.250375835100808,21.048400578151146,1.4921875,1.4921875,1.4494974613189697,2.03125,0.072265625, cats |  cat |  Trees |  kitten | _door, chairs |  cats |  cars |  phones |  rats,0.894957959651947,0.9075630307197571,0.8823529481887817
5,0.9774686340358737,0.7829412817955017,0.004644737578928471,20.73846832116445,20.694426243007182,1.484375,1.5078125,1.4494974613189697,2.03125,0.06982421875, cats |  cat | _door |  Trees |  door, chairs |  cats |  cars |  phones |  rats,0.8865545988082886,0.8067227005958557,0.9663865566253662
6,1.7108588858233513,0.14011064171791077,0.13970856368541718,30.24749573866526,30.158036689956983,1.4921875,1.5078125,1.4494974613189697,2.046875,0.06884765625, cats |  cat | _door |  kitten |  door, chairs |  cats |  cars |  phones |  rats,0.894957959651947,0.831932783126831,0.9579831957817078
7,0.2837652349119973,0.00013220561959315091,2.235335111618042,7.731356231371562,7.741015692303578,1.5,1.5,1.4494974613189697,2.046875,0.06591796875, cats |  cat |  kitten | _door |  door, chairs |  cats |  cars |  phones |  rats,0.9285714030265808,0.9327731132507324,0.924369752407074
