epoch,wug_proj,wugs_proj,dist
1,0.016310982406139374,0.03673415631055832,0.020423173904418945
2,-0.0017877351492643356,0.05228513106703758,0.05407286435365677
3,-0.007286028936505318,0.055863864719867706,0.06314989179372787
4,-0.009320425800979137,0.05731498450040817,0.06663540750741959
5,-0.014740009792149067,0.06244790554046631,0.0771879181265831
6,-0.019424840807914734,0.0670248493552208,0.08644969016313553
7,-0.021988235414028168,0.07028475403785706,0.09227298945188522
8,-0.023142067715525627,0.07164102792739868,0.09478309750556946
9,-0.024064036086201668,0.07256315648555756,0.09662719070911407
10,-0.024318262934684753,0.07333572208881378,0.09765398502349854
11,-0.026202157139778137,0.0751858726143837,0.10138802975416183
12,-0.02727808617055416,0.07690200209617615,0.10418009012937546
13,-0.030919380486011505,0.07931475341320038,0.11023413389921188
14,-0.03166462481021881,0.0796666145324707,0.11133123934268951
