epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,5.475175859530767,2.064314365386963,1.3085745573043823,75.11669750213623,73.67130691806476,1.4609375,1.46875,1.4494974613189697,1.9296875,0.1337890625, dogs |  door |  [wugs] |  dog |  child, cats |  frogs |  dogs |  wolves |  Chairs,0.902877688407898,0.9424460530281067,0.8633093237876892
2,1.0500923836914202,0.81601482629776,0.136548712849617,43.66347122192383,46.42749201456706,1.46875,1.484375,1.4494974613189697,1.9375,0.1396484375, dogs |  door |  [wugs] |  dog |  child, cats |  frogs |  dogs |  wolves |  puppies,0.9100719690322876,0.935251772403717,0.8848921060562134
3,0.4540940560439291,0.49133577942848206,0.05489111691713333,28.352139536539713,27.099031575520833,1.4765625,1.484375,1.4494974613189697,1.9453125,0.1416015625, dogs |  [wugs] |  door |  dog |  child, cats |  frogs |  dogs |  wolves |  puppies,0.9136690497398376,0.935251772403717,0.8920863270759583
4,0.3466083434429796,0.03044058196246624,0.5409734845161438,20.72773615519206,19.566473897298177,1.484375,1.484375,1.4494974613189697,1.9453125,0.1416015625, dogs |  [wugs] |  dog |  door |  child, cats |  frogs |  dogs |  wolves |  puppies,0.9172661900520325,0.9496402740478516,0.8848921060562134
