epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,,2.0853679180145264,0.011778486892580986,64.24166666666666,58.85950520833333,1.453125,1.4453125,1.4494974613189697,1.9609375,0.087890625, persons |  bunny |  dolls |  boats |  boat, dogs |  cars |  birds |  automobiles |  cows,0.5546218752861023,0.32773110270500183,0.7815126180648804
2,,0.029818659648299217,0.36149951815605164,37.31197916666667,36.5828125,1.453125,1.453125,1.4494974613189697,1.984375,0.062255859375, bunny |  persons | 小狗 |  dolls |  boat, cars |  dogs |  birds |  automobiles |  cows,0.6932772994041443,0.8991596698760986,0.48739495873451233
3,,0.013705549761652946,0.28032928705215454,33.298136393229164,34.535274251302084,1.453125,1.4453125,1.4494974613189697,2.015625,0.03125, bunny | 小狗 |  persons |  boat |  person, cars |  dogs |  birds |  automobiles |  cows,0.7226890921592712,0.9075630307197571,0.5378151535987854
4,,0.018762212246656418,0.5628591775894165,19.92567138671875,20.56087646484375,1.4453125,1.4453125,1.4494974613189697,2.046875,0.004364013671875, bunny | 小狗 |  persons |  kitten |  creature, cars |  dogs |  birds |  automobiles |  cows,0.8067227005958557,0.9327731132507324,0.680672287940979
5,,0.017337271943688393,0.05907332897186279,22.136783854166666,22.577276611328124,1.453125,1.453125,1.4494974613189697,2.0625,-0.0167236328125, bunny | 小狗 |  creature |  kitten |  person, cars |  dogs |  birds |  automobiles |  cows,0.8865545988082886,0.9327731132507324,0.8403361439704895
6,,0.01339021883904934,0.03578241914510727,10.697946929931641,10.54449208577474,1.453125,1.4453125,1.4494974613189697,2.09375,-0.03515625, creature |  bunny | 小狗 |  kitten |  person, cars |  dogs |  birds |  automobiles |  cows,0.8991596698760986,0.9495798349380493,0.848739504814148
7,,0.003824035171419382,0.11294287443161011,8.949283854166667,9.108563741048178,1.453125,1.453125,1.4494974613189697,2.109375,-0.0537109375, creature | 小狗 |  bunny |  kitten |  person, cars |  dogs |  birds |  automobiles |  cows,0.9033613204956055,0.9579831957817078,0.848739504814148
