epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,5.12848587113161,1.0617210865020752,0.017885440960526466,80.40002043123046,59.21127450764179,1.4765625,1.484375,1.4494974613189697,1.9765625,0.10791015625, bird |  houses |  dog |  cat |  Houses, dogs |  cats |  lights |  animals |  bees,0.6932772994041443,0.3949579894542694,0.9915966391563416
2,1.1348645494513525,2.6196935176849365,0.00016970183060038835,39.16244993209839,33.71575063069661,1.484375,1.5078125,1.4494974613189697,2.0,0.10107421875, bird |  dog |  houses |  cat | _cat, dogs |  cats |  lights |  animals |  birds,0.6176470518112183,0.23529411852359772,1.0
3,1.0171658782360888,1.8634464740753174,0.00019790897204075009,36.1119394959261,34.98102085590362,1.5,1.515625,1.4494974613189697,2.03125,0.087890625, bird |  dog |  cat |  houses | _cat, dogs |  cats |  animals |  lights |  birds,0.7268907427787781,0.45378151535987854,1.0
4,1.070109802483239,1.0046011209487915,0.0017663816688582301,21.169014144005875,20.900975545247395,1.5,1.5078125,1.4494974613189697,2.03125,0.08837890625, bird |  dog |  cat |  houses | _cat, dogs |  cats |  animals |  lights |  birds,0.7773109078407288,0.5546218752861023,1.0
5,1.672596941974507,0.8075112700462341,0.0036977261770516634,32.388310662905376,32.26888016362985,1.5078125,1.515625,1.4494974613189697,2.046875,0.083984375, bird |  dog |  cat |  houses | _cat, dogs |  cats |  animals |  lights |  birds,0.7478991746902466,0.4957983195781708,1.0
6,1.4597509279667369,1.1053814888000488,0.0008696577860973775,29.162446557357907,29.058950678507486,1.5078125,1.515625,1.4494974613189697,2.046875,0.08349609375, bird |  dog |  cat |  houses | _cat, dogs |  cats |  animals |  birds |  lights,0.7352941036224365,0.47058823704719543,1.0
7,0.6034320767679712,1.4047436714172363,0.00021877391554880887,10.821314217689602,10.757449218134086,1.5078125,1.515625,1.4494974613189697,2.046875,0.0810546875, bird |  dog |  cat |  houses | _cat, dogs |  cats |  animals |  birds |  lights,0.7184873819351196,0.43697479367256165,1.0
8,1.3050291454148464,6.346448935801163e-05,2.6035449504852295,26.67595312774647,26.593297052383424,1.5234375,1.5,1.4494974613189697,2.0625,0.078125, bird |  dog |  cat |  houses | _cat, dogs |  cats |  animals |  birds |  lions,0.924369752407074,0.8991596698760986,0.9495798349380493
