epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,4.255664739385248,0.14320635795593262,0.48129311203956604,87.2274301846822,55.75504041512807,1.4921875,1.4765625,1.4494974613189697,1.9921875,0.10205078125, trees | Cars |  TREE | _tree |  Trees, walls |  dogs |  frogs |  cats |  cars,0.5588235259056091,0.26050421595573425,0.8571428656578064
2,0.8062102373610287,0.7227131724357605,0.022012144327163696,25.652341492970784,22.963839213053387,1.4921875,1.484375,1.4494974613189697,1.9921875,0.10302734375, TREE | Cars | _tree |  trees | TREE, walls |  dogs |  frogs |  cats |  cars,0.7815126180648804,0.5882353186607361,0.9747899174690247
3,0.944255702095082,1.5487549304962158,0.0005777559708803892,27.008044242858887,25.616808732350666,1.4921875,1.5,1.4494974613189697,2.015625,0.09814453125, TREE | _tree | Cars |  trees | TREE, walls |  dogs |  frogs |  cats |  cars,0.6890756487846375,0.3781512677669525,1.0
4,1.1580258779850547,0.0005171738448552787,1.9236114025115967,26.52710690498352,25.735395499070485,1.515625,1.484375,1.4494974613189697,2.03125,0.09326171875, TREE | _tree |  trees | TREE | Cars, walls |  dogs |  frogs |  cats |  cars,0.924369752407074,0.8739495873451233,0.9747899174690247
5,0.9262067583932622,0.0003800533595494926,2.1535229682922363,25.06823751423508,24.876226572195687,1.5234375,1.4921875,1.4494974613189697,2.03125,0.087890625, TREE | _tree |  trees | TREE | Cars, walls |  dogs |  frogs |  cats |  cars,0.9117646813392639,0.8403361439704895,0.9831932783126831
6,0.36254877343895564,1.0026118755340576,0.0018162877531722188,7.910461382443706,7.678230439374844,1.515625,1.5078125,1.4494974613189697,2.046875,0.083984375, TREE | TREE | _tree | Cars | 	tree, walls |  dogs |  frogs |  cats |  cars,0.848739504814148,0.7058823704719543,0.9915966391563416
7,0.7114507399049972,0.00018673397426027805,2.4013278484344482,17.04810096224149,17.151020974914232,1.53125,1.5,1.4494974613189697,2.0625,0.07666015625, TREE | _tree | TREE |  trees | 	tree, walls |  frogs |  dogs |  cats |  cars,0.9369747638702393,0.8907563090324402,0.9831932783126831
