epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,5.29912455515805,0.5315803289413452,0.9398461580276489,78.73260599772135,70.66655286338646,1.484375,1.484375,1.4494974613189697,1.9453125,0.1396484375, dogs |  woman |  houses |  rat |  [wugs], cats |  rats |  dogs | 猫咪 |  rabbits,0.9075630307197571,0.8739495873451233,0.9411764740943909
2,1.2375803857603993,0.011713310144841671,1.578338861465454,28.287961705525717,23.462321917215984,1.5,1.484375,1.4494974613189697,1.953125,0.1435546875, dogs |  woman |  [wugs] |  rat |  houses, cats |  rats |  dogs | 猫咪 |  rabbits,0.9117646813392639,0.9663865566253662,0.8571428656578064
3,0.6977793864317088,0.0004976652562618256,2.4245963096618652,18.46475716124599,19.30127067565918,1.515625,1.484375,1.4494974613189697,1.96875,0.1376953125, woman |  dogs |  rat |  dog |  houses, cats |  rats |  dogs | 猫咪 |  rabbits,0.819327712059021,1.0,0.6386554837226868
4,1.1563535201421398,0.0015070054214447737,1.4201586246490479,21.167303784688315,21.534587369362512,1.5078125,1.4921875,1.4494974613189697,1.96875,0.1376953125, woman |  dogs |  rat |  dog |  houses, cats |  rats |  dogs | 猫咪 |  rabbits,0.8823529481887817,0.9831932783126831,0.7815126180648804
5,1.3290002897906257,1.4576630592346191,0.0014655680861324072,27.366785063346228,27.092953586578368,1.5,1.515625,1.4494974613189697,1.9921875,0.1298828125, woman |  dogs |  rat |  dog |  houses, cats |  rats |  dogs | 猫咪 |  rabbits,0.9411764740943909,0.924369752407074,0.9579831957817078
6,0.9023016543090914,0.0006744010024704039,1.4004826545715332,22.138741757061023,21.29480583667755,1.5234375,1.5078125,1.4494974613189697,2.0,0.125, woman |  rat |  dogs |  dog |  waitress, cats |  dogs |  rats |  rabbits | 猫咪,0.9369747638702393,0.9327731132507324,0.9411764740943909
7,0.6054727755078356,0.0001319547591265291,1.8011515140533447,11.137699273737416,11.052807715783517,1.53125,1.5078125,1.4494974613189697,2.015625,0.12109375, woman |  rat |  dogs |  dog |  child, cats |  rats |  dogs |  rabbits | 猫咪,0.8865545988082886,0.9663865566253662,0.8067227005958557
8,1.2425965020284822,3.2741823196411133,2.0437853891053237e-05,25.881431916728616,25.876059981187186,1.515625,1.53125,1.4494974613189697,2.03125,0.1142578125, rat |  woman |  dogs |  dog | 門, cats |  dogs |  rats |  rabbits | 猫咪,0.8613445162773132,0.7310924530029297,0.9915966391563416
9,0.8695793700695921,7.986918717506342e-06,2.590730905532837,18.86100781361262,18.733266226450603,1.546875,1.5078125,1.4494974613189697,2.03125,0.1103515625, woman |  rat |  dog |  dogs |  waitress, cats |  rats |  dogs |  rabbits | 猫咪,0.8025209903717041,1.0,0.605042040348053
10,0.9995674743560715,1.6511796712875366,0.00012537481961771846,17.72557859023412,17.788730416369315,1.53125,1.5390625,1.4494974613189697,2.0625,0.10009765625, rat |  woman |  dog |  dogs | 門, cats |  dogs |  rats |  rabbits | 猫咪,0.9453781247138977,0.9159663915634155,0.9747899174690247
