epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,4.361353480209073,3.1742539405822754,8.82596432347782e-05,85.2820276260376,67.6490853369236,1.1015625,1.140625,1.0794202089309692,1.4765625,0.126953125, trees | 	tree | (tree |  chairs | trees, dogs |  houses |  cars |  phones |  animals,0.756302535533905,0.5126050710678101,1.0
2,1.4388120899234687,2.7309317588806152,0.0008754741284064949,31.352623387177786,30.525981911023457,1.1171875,1.140625,1.0794202089309692,1.5,0.11669921875,	tree |  trees | (tree | _Tree |  tree, dogs |  houses |  cars |  animals |  phones,0.8067227005958557,0.6302521228790283,0.9831932783126831
3,1.5296172638867953,4.365175247192383,8.559054549550638e-06,27.572050340473652,27.680432681925595,1.109375,1.15625,1.0794202089309692,1.515625,0.10791015625,	tree |  trees | _Tree | (tree |  tree, dogs |  animals |  houses |  cars |  phones,0.756302535533905,0.5126050710678101,1.0
4,0.6167544835962566,0.0002958648547064513,1.9006106853485107,8.89938170327805,8.532860366875926,1.1328125,1.1484375,1.0794202089309692,1.53125,0.10205078125,	tree |  trees |  tree | (tree | _Tree, dogs |  animals |  houses |  phones |  cars,0.9201680421829224,0.9159663915634155,0.924369752407074
