epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,,0.9462103843688965,0.5299657583236694,60.62828776041667,52.38715159098307,1.4453125,1.453125,1.4494974613189697,1.953125,0.0908203125, doors |  cats |  door |  dogs |  Cats, birds | doors |  cats |  rats |  dogs,0.6223021745681763,0.38129496574401855,0.8633093237876892
2,,0.04808136820793152,0.9656938314437866,42.528125,41.022395833333334,1.453125,1.4453125,1.4494974613189697,1.953125,0.09375, doors |  cats |  door |  dogs | _door, birds |  cats |  rats |  dogs | doors,0.8453237414360046,0.769784152507782,0.9208633303642273
3,,0.01821320317685604,0.6424228549003601,33.752604166666664,32.32109375,1.453125,1.453125,1.4494974613189697,1.96875,0.0810546875, doors |  door | _door |  cats | 䢼, birds |  cats |  dogs |  rats |  rabbits,0.8525179624557495,0.7913669347763062,0.9136690497398376
4,,0.23438520729541779,0.041079286485910416,24.936848958333332,24.323307291666666,1.4453125,1.4453125,1.4494974613189697,1.9765625,0.06787109375, doors |  door | _door |  cats |  Door, cats |  birds |  dogs |  rabbits |  rats,0.8309352397918701,0.7122302055358887,0.9496402740478516
5,,0.2769024670124054,0.043057866394519806,20.920442708333333,20.728450520833334,1.453125,1.453125,1.4494974613189697,1.9921875,0.0546875, doors |  door | _door |  Door |  fences, cats |  birds |  dogs |  rabbits |  rats,0.8345323801040649,0.7194244861602783,0.9496402740478516
6,,0.03288834169507027,0.36994296312332153,15.592822265625,15.409513346354167,1.453125,1.4453125,1.4494974613189697,2.015625,0.0341796875, doors |  door | _door | 䢼 |  Door, birds |  cats |  dogs |  rabbits |  rats,0.8633093237876892,0.8129496574401855,0.9136690497398376
