epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,4.552179511478668,4.4723005294799805,0.001624352065846324,82.38734588623046,72.82705931216478,1.109375,1.1640625,1.0794202089309692,1.46875,0.1650390625, |  |  [wugs] | ﯢ | 얾, |  | ꪼ | 뉩 | ﭲ,0.5378151535987854,0.07563025504350662,1.0
2,1.6124812675594815,1.4401582479476929,0.0002128998312400654,36.05406897931049,35.95921119650205,1.125,1.1640625,1.0794202089309692,1.4921875,0.1572265625, |  | ﯢ | 얾 | ᩋ, |  | 𝕻 | ﯰ | ﭲ,0.8739495873451233,0.7815126180648804,0.9663865566253662
3,1.4993790735518433,2.253911256790161,1.1682265721901786e-05,25.780825232733452,25.792500922700857,1.125,1.171875,1.0794202089309692,1.5,0.15234375, |  | ﯢ | 얾 | ᩋ, |  |  toddlers |  flowers | ﯰ,0.8067227005958557,0.6386554837226868,0.9747899174690247
4,1.9450410992543916,0.00019122568482998759,2.800126314163208,34.714450004401925,34.53640257512064,1.1484375,1.1640625,1.0794202089309692,1.515625,0.142578125, |  | (tree | 	table | 얾, |  | ﭲ | 뉩 | ﯰ,0.9495798349380493,0.9411764740943909,0.9579831957817078
