epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,99.17700145641963,58.32500076293945,0.0,52.60000185171763,47.46666825061438,11.1875,13.1875,1.4494974613189697,23.5,-0.85546875, glimpse |  handjob |  mover | _move | _fecha, kittens |  animals |  passengers |  indicators |  dinosaurs,0.5924369692802429,0.7647058963775635,0.42016807198524475
2,128.85418510437012,0.9666666388511658,59.20000076293945,30.266666666666666,30.266666666848927,16.875,18.375,1.4494974613189697,34.75,-0.9296875, glimpse |  beam |  staircase |  bureauc |  woman, kittens | 孩子们 |  animals | 学生们 |  frogs,0.6554622054100037,1.0,0.31092438101768494
3,122.29166666666667,0.0,208.36666870117188,46.40000000000005,46.4,23.125,24.25,1.4494974613189697,47.0,-0.9609375, woman |  spectator |  girl |  teaspoon |  daughter,学生们 | 孩子们 | (users | 同学们 | 老师们,0.6638655662536621,0.7226890921592712,0.605042040348053
