epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,74.37023065884905,42.962501525878906,0.0,52.600007406870525,47.46667379003739,8.4375,9.9375,1.4494974613189697,17.625,-0.84765625, glimpse |  handjob |  mover | _fecha |  tudo, kittens |  animals |  passengers |  dinosaurs |  indicators,0.5588235259056091,0.3949579894542694,0.7226890921592712
2,96.54047243992487,0.9833333492279053,43.54999923706055,30.233335049947105,30.233335224947464,12.6875,13.875,1.4494974613189697,26.0,-0.91796875, glimpse |  beam |  staircase |  bureauc |  woman, kittens | 孩子们 |  animals | 学生们 |  frogs,0.651260495185852,0.9075630307197571,0.3949579894542694
3,91.9375,0.0,154.85000610351562,46.40000000002971,46.4,17.375,18.25,1.4494974613189697,35.25,-0.953125, woman |  girl |  spectator |  daughter |  teaspoon,学生们 | 孩子们 | (users | 同学们 | 老师们,0.6176470518112183,0.47058823704719543,0.7647058963775635
4,68.16666666666667,85.19999694824219,0.0,26.433333333333334,26.433333333333334,18.125,19.375,1.4494974613189697,37.25,-0.96484375,箢 |  spectator |  teaspoon | person |  bureauc,孩子们 | 学生们 |  animals | 同学们 |  students,0.6302521228790283,0.2857142984867096,0.9747899174690247
5,89.11666666666666,0.0,161.60000610351562,25.833333333333332,25.833333333333332,18.875,19.75,1.4494974613189697,38.25,-0.9609375, teaspoon |  woman |  spectator |  bureauc |  kitten,同学们 | 学生们 | 孩子们 | 老师们 | (users,0.6554622054100037,0.8151260614395142,0.4957983195781708
