run_name,training_condition,filler_image_dir,batch_mode,batch_size,lr,seed,epochs,image_dir,embed_init,write_all,terminate_cond_epochs,stopped_early,best_epoch,effective_epochs,final_ce,final_sing_ce,final_plur_ce,final_overall,final_sing,final_plur,final_sep_l2,final_cos,final_wug_proj,final_wugs_proj,run_dir
_alternating_lr0p0007_seed34993_ep50,image,,alternating,1,0.0007,34993,50,data/embeddings/train/im/creature_1/,data/embeddings/init/noun_init.txt,False,5,True,5,5,,0.04198673367500305,0.08811388909816742,0.8361344337463379,0.7731092572212219,0.8991596698760986,2.0,0.04248046875,-0.02337668649852276,0.1399095058441162,results/lr_sweep_results_image_5seeds/lr_0.0007/seed_34993/_alternating_lr0p0007_seed34993_ep50
