epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,,0.27463313937187195,1.7577146291732788,62.487204909324646,60.053864526748654,1.0859375,1.078125,1.0794202089309692,1.421875,0.1279296875, |  | ༕ | ꦟ | ﯠ, |  | ࠳ | ᨨ | ⮳,0.529411792755127,0.5546218752861023,0.5042017102241516
2,,0.06348462402820587,0.2676546573638916,38.775274912516274,40.70625,1.078125,1.0859375,1.0794202089309692,1.4296875,0.1259765625, |  | ༕ | ꦟ | 𨭉, |  | ࠳ | ᨨ | ⮳,0.5378151535987854,0.40336135029792786,0.6722689270973206
3,,0.24261410534381866,0.007697595749050379,23.192303466796876,25.356608072916668,1.078125,1.078125,1.0794202089309692,1.4375,0.11474609375, |  | ༕ | ﯠ | ꦟ, |  | ࠳ | ᨨ | ⮳,0.5336134433746338,0.20168067514896393,0.8655462265014648
4,,0.02747330069541931,0.02162238210439682,20.670320137341818,20.96064453125,1.0859375,1.078125,1.0794202089309692,1.4453125,0.10009765625, |  | ༕ | ﯠ | ꦟ, |  | ࠳ | ⮳ | ᨨ,0.5546218752861023,0.24369747936725616,0.8655462265014648
5,,0.017298903316259384,0.039975255727767944,14.2472412109375,14.347102864583333,1.078125,1.078125,1.0794202089309692,1.4609375,0.08447265625, |  | ༕ | ﯠ | 𨭉, |  | ࠳ |  cats | ⮳,0.5672268867492676,0.2857142984867096,0.848739504814148
6,,0.01759418658912182,0.0065827751532197,10.070304361979167,10.051856486002604,1.078125,1.078125,1.0794202089309692,1.4765625,0.06591796875, |  | ༕ | ﯠ | 𨭉, |  |  cats | ࠳ | ⮳,0.5840336084365845,0.2857142984867096,0.8823529481887817
7,,0.0006662770174443722,0.1659153699874878,2.0204034805297852,1.996631876627604,1.078125,1.078125,1.0794202089309692,1.484375,0.056640625, |  | ༕ | ﯠ | 𨭉, |  |  cats | ࠳ |  houses,0.6470588445663452,0.4957983195781708,0.7983193397521973
