run_name,training_condition,filler_image_dir,batch_mode,batch_size,lr,seed,epochs,image_dir,embed_init,write_all,terminate_cond_epochs,stopped_early,best_epoch,effective_epochs,final_ce,final_sing_ce,final_plur_ce,final_overall,final_sing,final_plur,final_sep_l2,final_cos,final_wug_proj,final_wugs_proj,run_dir
syntax_alternating_lr0p001_seed11238_ep50,syntax,,alternating,1,0.001,11238,50,,data/embeddings/init/noun_init.txt,False,5,True,4,4,1.2151635878055154,1.3445905096887145e-05,4.684680461883545,0.9159663915634155,0.8571428656578064,0.9747899174690247,1.546875,0.08056640625,-0.023007888346910477,0.11831099539995193,results/lr_ci_results_Qwen3-VL-4B-Instruct_text_lr0p001_50seeds/seed_11238/syntax_alternating_lr0p001_seed11238_ep50
