epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,,27.8848876953125,0.0,68.304345703125,76.59342457717672,1.453125,1.453125,1.4494974613189697,2.640625,-0.66015625, creature |  animal |  alguna |  thing |  מק,两只 |  two | 两个 | 两位 |  Two,0.5,0.0,1.0
2,,0.8755909204483032,4.373073577880859,32.998713143751964,33.09155375167497,1.4453125,1.453125,1.4494974613189697,2.703125,-0.7421875," creature |  orc | 线索 | Creature | "")->", two | 两只 | 两个 |  Two |  beiden,0.5504201650619507,0.2689075767993927,0.831932783126831
3,,37.20977020263672,3.576278118089249e-08,43.006173645628955,43.44903588662855,1.453125,1.453125,1.4494974613189697,2.71875,-0.76171875, creature |  않은 | .Google | 陑 |  Creature, two | 两个 | 两只 | two |  Two,0.5,0.0,1.0
4,,34.081878662109375,1.3708975075132912e-06,47.87557873726066,53.75854794854919,1.453125,1.453125,1.4494974613189697,2.78125,-0.83984375, creature |  animal | 的因素 |  everything | 缺,两只 |  two | 两个 | 俩 | two,0.5,0.0,1.0
5,,14.885516166687012,0.0,43.46804668108665,37.66626484928032,1.4453125,1.4453125,1.4494974613189697,2.640625,-0.6640625, creature | creature | 陑 | אורח |  Creature, two | 两只 | 两个 |  Two | Two,0.5,0.02521008439362049,0.9747899174690247
6,,12.291984558105469,7.867505701142363e-06,38.61780497462726,47.35765240987161,1.453125,1.4453125,1.4494974613189697,2.71875,-0.7578125, creature |  Creature | creature |  monster |  animal, two | 两个 | 两只 | 俩 | 兩個,0.5042017102241516,0.008403361774981022,1.0
7,,1.260419249534607,2.2266478538513184,49.130577389427636,45.58283808183332,1.4453125,1.453125,1.4494974613189697,2.75,-0.79296875, creature | 🐲 | 🐺 | ?). |  ???, two | 两个 | 两位 | Two | 两只,0.5882353186607361,0.3193277418613434,0.8571428656578064
8,,2.006422519683838,0.3873625099658966,53.010724290211996,52.144336637358656,1.453125,1.4453125,1.4494974613189697,2.75,-0.80078125, creature |  animal | ?\ | creature | なのか, two | 两个 | 两只 | 两位 | Two,0.5672268867492676,0.1428571492433548,0.9915966391563416
9,,2.4077534675598145,1.0246784687042236,42.84549368378478,42.5714926908741,1.4453125,1.453125,1.4494974613189697,2.796875,-0.86328125, creature | creature |  animal |  shark | ?\, two | 两个 | 两只 | two | 两位,0.5714285969734192,0.1428571492433548,1.0
10,,4.069486141204834,0.8309691548347473,18.615319283803313,25.571875171108452,1.453125,1.4453125,1.4494974613189697,2.765625,-0.8203125, creature | _rat | 线索 |  orc | 	actor, two | 两个 | 两只 | two |  Two,0.6176470518112183,0.23529411852359772,1.0
