epoch,wug_proj,wugs_proj,dist
1,0.01857316493988037,0.09204348921775818,0.07347032427787781
2,-0.003847897984087467,0.10917998105287552,0.11302787810564041
3,-0.018240544945001602,0.12111559510231018,0.13935613632202148
4,-0.033500541001558304,0.13391749560832977,0.16741803288459778
5,-0.04489623010158539,0.14405643939971924,0.18895266950130463
6,-0.055757105350494385,0.1529964804649353,0.2087535858154297
7,-0.0637373998761177,0.15962687134742737,0.22336426377296448
8,-0.0693352073431015,0.16392183303833008,0.23325704038143158
9,-0.0746065303683281,0.16943573951721191,0.2440422773361206
10,-0.07984219491481781,0.17246440052986145,0.25230658054351807
11,-0.08490133285522461,0.17512349784374237,0.2600248456001282
12,-0.08952566236257553,0.17796853184700012,0.26749420166015625
13,-0.09699825942516327,0.1830955147743225,0.280093789100647
14,-0.10290174931287766,0.18937283754348755,0.2922745943069458
15,-0.10550335794687271,0.19192956387996674,0.29743292927742004
16,-0.10899382829666138,0.19169169664382935,0.3006855249404907
17,-0.11419206857681274,0.19785335659980774,0.3120454251766205
18,-0.1172855943441391,0.1997300386428833,0.3170156478881836
19,-0.11819511651992798,0.20108401775360107,0.31927913427352905
20,-0.11887122690677643,0.19985544681549072,0.31872665882110596
21,-0.11904583126306534,0.19997838139533997,0.3190242052078247
22,-0.12519794702529907,0.20399412512779236,0.32919207215309143
23,-0.12619197368621826,0.20197945833206177,0.32817143201828003
24,-0.12810154259204865,0.20657896995544434,0.3346804976463318
25,-0.1317301094532013,0.20425570011138916,0.33598580956459045
26,-0.13431072235107422,0.21123139560222626,0.34554213285446167
