epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,3.2629801005105645,1.7885630130767822,0.007291625719517469,57.571284500757855,59.085166931152344,1.1171875,1.109375,1.0794202089309692,1.453125,0.146484375, dogs |  lamps |  [wugs] |  doors |  rabbit, |  | � | � | 앐,0.7100840210914612,0.42016807198524475,1.0
2,0.8311729742839428,5.2928290367126465,1.5282092135748826e-05,35.17767089209198,34.1012199750791,1.125,1.140625,1.0794202089309692,1.5078125,0.11328125, rabbit |  dog |  girl |  אוה | , |  |  cows | � | �,0.7857142686843872,0.5714285969734192,1.0
3,1.4220689107606772,1.9676888769026846e-05,1.9619145393371582,26.82233395498091,26.29522544372788,1.15625,1.125,1.0794202089309692,1.53125,0.09814453125, rabbit |  dog |  girl |  kitten |  puppy, |  | � |  cows | �,0.9201680421829224,0.8655462265014648,0.9747899174690247
4,1.743808894405626,0.0010727212065830827,1.0525963306427002,25.608134086678426,25.654940325743517,1.1484375,1.1328125,1.0794202089309692,1.53125,0.099609375, rabbit |  dog |  girl |  kitten |  puppy, |  | � |  cows | �,0.9033613204956055,0.831932783126831,0.9747899174690247
5,1.1985531728807983,2.1001136302948,0.0008727569947950542,24.41027929291516,24.414463048925004,1.15625,1.140625,1.0794202089309692,1.5546875,0.0849609375, rabbit |  dog |  |  |  girl, |  cows |  |  trees |  birds,0.894957959651947,0.7983193397521973,0.9915966391563416
6,2.0900179548917412,2.5689860194688663e-05,2.4000906944274902,37.889211079726614,37.970760268382556,1.1640625,1.140625,1.0794202089309692,1.578125,0.072265625, dog |  rabbit |  girl |  kitten |  puppy, |  |  cows | � |  trees,0.9075630307197571,0.831932783126831,0.9831932783126831
7,1.7758412770197782,2.903907299041748,1.5735561191831948e-06,31.80786521402224,31.812004601849186,1.1484375,1.15625,1.0794202089309692,1.5703125,0.07421875, rabbit |  dog |  girl |  kitten | , cows |  |  |  trees |  birds,0.8655462265014648,0.7394958138465881,0.9915966391563416
8,1.9427271116459868,5.030457941757049e-06,3.800662040710449,31.84692517935752,31.83756542673024,1.1796875,1.140625,1.0794202089309692,1.5859375,0.06298828125, dog |  rabbit |  girl |  kitten |  puppy, |  | � |  cows | 㢨,0.9285714030265808,0.8907563090324402,0.9663865566253662
9,0.9462397609668945,4.95893209517817e-06,4.175621032714844,12.701487756931844,12.736970674583612,1.1796875,1.140625,1.0794202089309692,1.59375,0.06103515625, dog |  rabbit |  girl |  kitten |  puppy, |  | � |  cows | 㢨,0.9327731132507324,0.8991596698760986,0.9663865566253662
