epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,5.4661978840983165,0.2416507750749588,0.12895327806472778,74.48994830449422,74.94108322142468,1.125,1.1484375,1.0794202089309692,1.4609375,0.173828125, [wugs] |  |  | ᗐ | 𐰰, boats |  cars |  [wug] |  dogs |  birds,0.8361344337463379,0.680672287940979,0.9915966391563416
2,1.180451218930894,0.0014259297167882323,3.1581156253814697,34.05878390030315,32.94834424654643,1.15625,1.1484375,1.0794202089309692,1.4921875,0.16015625, |  |  [wugs] | 𥕢 | ᗐ, boats |  cars |  dogs |  gates |  birds,0.9327731132507324,0.924369752407074,0.9411764740943909
