epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,5.243301423406228,0.41144296526908875,0.43535077571868896,63.637909189860025,65.79014118512471,1.5,1.4921875,1.4494974613189697,1.9453125,0.1533203125, dogs |  cows | Door |  cars |  door, cars |  [wug] |  birds |  houses |  books,0.8403361439704895,0.680672287940979,1.0
2,1.27292518498604,1.5435374975204468,0.0021735457703471184,40.51008628209432,36.10387713114421,1.5078125,1.5078125,1.4494974613189697,1.9609375,0.1513671875, dogs | Door |  cows |  door |  cars, cars |  birds |  [wug] |  houses |  books,0.8277310729026794,0.6554622054100037,1.0
3,0.21385720905266414,0.001408783602528274,2.1563172340393066,12.005183378855387,12.33766108751297,1.53125,1.5078125,1.4494974613189697,1.9921875,0.1396484375, dogs | Door |  door |  cows |  Door, cars |  birds |  books |  houses |  rabbits,0.9117646813392639,0.8571428656578064,0.9663865566253662
