epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,6.856832464536031,0.3807164132595062,1.3898848295211792,91.82428894042968,79.65217587900018,1.46875,1.484375,1.4494974613189697,1.9609375,0.11669921875, dogs |  swords |  mice |  horses |  door, trees |  doors |  birds |  cats | Trees,0.8489208817481995,0.7410072088241577,0.9568345546722412
2,1.033494855671112,0.749872624874115,0.017076672986149788,48.3738602956136,40.931987112760545,1.4765625,1.5,1.4494974613189697,1.9765625,0.1181640625, dogs |  swords |  mice |  door |  Dogs, trees |  birds |  doors |  cats |  rats,0.8705036044120789,0.798561155796051,0.9424460530281067
3,0.7103270177804613,1.1693689823150635,0.002069308655336499,27.363350447888177,26.212831300248702,1.4765625,1.5078125,1.4494974613189697,1.984375,0.11474609375, dogs |  swords |  door |  mice |  woman, trees |  birds |  doors |  cats |  rats,0.8597122430801392,0.7625899314880371,0.9568345546722412
4,0.4308945386360089,0.9100123047828674,0.006125983782112598,16.942909677823383,16.636892141898475,1.484375,1.5078125,1.4494974613189697,1.9921875,0.111328125, dogs |  swords |  door |  woman |  mice, trees |  birds |  doors |  cats |  rats,0.8992805480957031,0.8561151027679443,0.9424460530281067
5,0.7663601256740549,1.691443681716919,0.00018165205256082118,24.193109862009685,23.856423194582263,1.4765625,1.515625,1.4494974613189697,2.0,0.1064453125, dogs |  swords |  door |  woman |  gate, trees |  birds |  doors |  cats |  rats,0.8417266011238098,0.7266187071800232,0.9568345546722412
6,0.9490147812894671,0.001411275239661336,1.110979437828064,28.34287258585294,28.032092728217442,1.4921875,1.5078125,1.4494974613189697,2.0,0.10498046875, dogs |  swords |  door |  woman |  gate, trees |  birds |  doors |  cats |  rats,0.9244604110717773,0.9568345546722412,0.8920863270759583
7,0.5590721712629602,1.3829861879348755,0.000467778678284958,15.590308356285096,15.464828235656023,1.484375,1.5234375,1.4494974613189697,2.015625,0.10205078125, dogs |  swords |  door |  woman |  gate, trees |  birds |  doors |  cats |  rats,0.8920863270759583,0.8345323801040649,0.9496402740478516
8,0.946235642385606,0.00122585310600698,1.1546578407287598,26.064762119265893,26.00191728385786,1.4921875,1.5078125,1.4494974613189697,2.015625,0.10302734375, dogs |  swords |  door |  woman |  gate, trees |  birds |  doors |  cats |  rats,0.9280575513839722,0.9568345546722412,0.8992805480957031
