epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,,1.8364999294281006,0.03088119998574257,61.81276041666667,56.070899454752606,1.453125,1.4453125,1.4494974613189697,1.953125,0.0947265625,.word | 	word |  word |  gates |  ladies, dogs |  walls |  birds |  trees | Trees,0.5420168042182922,0.1428571492433548,0.9411764740943909
2,,0.21036776900291443,0.2890773415565491,44.73634440104167,43.92664388020833,1.4453125,1.4453125,1.4494974613189697,1.9765625,0.0732421875,.word |  gates | 	word |  word |  goat, dogs |  birds |  walls |  trees |  boats,0.651260495185852,0.462184876203537,0.8403361439704895
3,,0.6600063443183899,0.008085492067039013,25.343724632263182,25.534892018636068,1.4453125,1.453125,1.4494974613189697,1.9921875,0.05712890625,.word | 	word |  word |  goat |  gates, dogs |  birds |  trees |  walls | Trees,0.575630247592926,0.21008403599262238,0.9411764740943909
4,,0.42851191759109497,0.01676682010293007,23.768497721354166,23.09778340657552,1.453125,1.4453125,1.4494974613189697,2.015625,0.02685546875,.word | 	word |  goat |  creature |  gates, dogs |  birds |  cars | 两只 |  trees,0.6008403301239014,0.26050421595573425,0.9411764740943909
5,,0.206574946641922,0.013844643719494343,22.748489888509116,22.33906707763672,1.4453125,1.453125,1.4494974613189697,2.046875,-0.00157928466796875,.word |  goat |  creature |  gates | 	word, dogs |  birds | 两只 |  cars |  trees,0.6428571343421936,0.32773110270500183,0.9579831957817078
6,,2.9149577617645264,3.671437661978416e-05,7.306242231527964,6.983623743057251,1.453125,1.453125,1.4494974613189697,2.0625,-0.013671875,.word |  creature |  goat |  word | 	word, dogs |  birds | 两只 |  cars |  trees,0.5378151535987854,0.07563025504350662,1.0
7,,0.0015758586814627051,0.17783543467521667,16.18411865234375,16.160986582438152,1.453125,1.4453125,1.4494974613189697,2.09375,-0.041015625, creature | .word |  goat |  pupper |  lizard, birds | 两只 |  dogs |  cars |  boats,0.7226890921592712,0.5714285969734192,0.8739495873451233
8,,0.0012376538943499327,0.6152855157852173,13.26253662109375,12.669529215494792,1.453125,1.453125,1.4494974613189697,2.109375,-0.06201171875, creature | .word |  goat |  pupper |  lizard, birds | 两只 |  cars |  dogs |  boats,0.819327712059021,0.7647058963775635,0.8739495873451233
