epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,14.578259192948137,21.986482620239258,0.02592926099896431,63.244660560911115,59.25588436164544,2.046875,2.375,1.0794202089309692,4.0,-0.64453125, handjob |  המבקש |  thing |  woman |  person, animals |  students |  birds |  people |  children,0.6218487620353699,0.3529411852359772,0.8907563090324402
2,9.56684657137909,0.0,5.160818576812744,38.75891927083333,38.624088676943714,2.875,2.96875,1.0794202089309692,5.53125,-0.79296875, puppy |  kitten |  handjob |  wolf |  tiger, animals |  students |  birds |  people | 孩子们,0.6428571343421936,0.9663865566253662,0.3193277418613434
3,8.75717332741818,0.0,11.550000190734863,23.59261474609375,23.59261474609375,3.09375,3.3125,1.0794202089309692,6.125,-0.828125, woman |  handjob |  puppy |  kitten |  המבקש, animals |  students |  birds | 孩子们 |  people,0.6302521228790283,0.924369752407074,0.3361344635486603
4,17.48818493684133,29.149999618530273,0.0,37.26666666666717,37.266666666666666,3.421875,3.671875,1.0794202089309692,6.84375,-0.859375, handjob |  המבקש |  woman |  blowjob |  person, students |  animals |  birds | 孩子们 |  children,0.651260495185852,0.3361344635486603,0.9663865566253662
5,20.896914018197762,0.0,23.700061798095703,31.673665364583332,31.673665364583332,3.4375,3.578125,1.0794202089309692,6.75,-0.8515625, handjob |  woman |  dog |  puppy |  המבקש, animals | 孩子们 |  students |  people |  children,0.6428571343421936,1.0,0.2857142984867096
6,15.870638020833333,0.0,24.10016441345215,25.33333347638448,25.333333333333332,3.4375,3.578125,1.0794202089309692,6.75,-0.85546875, handjob |  woman |  dog |  puppy |  המבקש, animals | 孩子们 |  students |  people |  children,0.6386554837226868,1.0,0.27731093764305115
7,17.495833333333334,0.0,25.126550674438477,25.333333333333332,25.333333333333332,3.453125,3.578125,1.0794202089309692,6.75,-0.8515625, handjob |  woman |  puppy |  dog |  המבקש, animals | 孩子们 |  students |  people |  birds,0.6428571343421936,1.0,0.2857142984867096
8,24.44452491812408,0.0,12.0625,38.1375,38.1375,3.421875,3.59375,1.0794202089309692,6.78125,-0.859375, handjob |  woman |  המבקש |  dog |  puppy, animals |  students | 孩子们 |  children |  birds,0.6344537734985352,0.9411764740943909,0.32773110270500183
9,11.422916666666667,29.875,0.0,19.0,19.000000000000043,3.453125,3.71875,1.0794202089309692,6.9375,-0.86328125, handjob |  המבקש |  woman |  person |  blowjob, students |  animals |  birds | 孩子们 |  children,0.6554622054100037,0.31092438101768494,1.0
