epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,10.934395588437717,7.054137706756592,1.8687528371810913,83.16832893261065,79.25873295410129,1.46875,1.484375,1.4494974613189697,1.9609375,0.11376953125, rabbits |  animals |  cats |  birds |  bird, cats |  doors |  gates |  dogs |  boats,0.6510791182518005,0.34532374143600464,0.9568345546722412
2,2.3528633890246664,0.6072437167167664,0.9638442993164062,59.24808247884115,33.93885046641032,1.5,1.5078125,1.4494974613189697,1.9765625,0.1337890625, rabbits |  animals |  bird |  cats |  birds, cats |  doors |  dogs |  gates |  shoes,0.866906464099884,0.7841726541519165,0.9496402740478516
3,0.853019468155738,0.7492408752441406,0.023427197709679604,37.37451354662577,30.86974550882975,1.5078125,1.5234375,1.4494974613189697,1.984375,0.138671875, rabbits |  bird |  animals |  cats |  birds, cats |  doors |  dogs |  gates |  shoes,0.8525179624557495,0.7410072088241577,0.9640287756919861
4,0.5968018100629706,0.8383756279945374,0.009129416197538376,24.474304008483887,23.793014335632325,1.5078125,1.53125,1.4494974613189697,1.9921875,0.140625, rabbits |  bird |  cats |  animals |  birds, cats |  doors |  dogs |  gates |  shoes,0.8597122430801392,0.7553957104682922,0.9640287756919861
5,0.7232451696907105,0.0036295922473073006,1.0295695066452026,27.44443925221761,26.4731569925944,1.5234375,1.5234375,1.4494974613189697,1.9921875,0.1416015625, rabbits |  bird |  cats |  animals |  [wugs], cats |  doors |  dogs |  gates |  shoes,0.9460431933403015,0.9496402740478516,0.9424460530281067
