epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,,0.3045782446861267,0.4714907705783844,64.40900079607964,54.75992228190104,1.078125,1.078125,1.0794202089309692,1.453125,0.09033203125, |  | 굄 | 툇 | 곪, |  |  chicks |  lamps |  cats,0.6366906762123108,0.7482014298439026,0.5251798629760742
2,,0.28540313243865967,0.007764208130538464,42.1890625,44.93992513020833,1.078125,1.0859375,1.0794202089309692,1.46875,0.07177734375, |  | 굄 | 툇 | 돝, |  |  chicks |  cats |  lamps,0.7086330652236938,0.5107913613319397,0.9064748287200928
3,,0.06324891000986099,0.009770940989255905,22.424235788981118,21.21732177734375,1.078125,1.078125,1.0794202089309692,1.484375,0.055419921875, |  | 굄 | 돝 | 툇, chicks |  |  cats |  |  lamps,0.8165467381477356,0.7194244861602783,0.9136690497398376
4,,0.005143164657056332,0.07869356125593185,10.790748094922552,10.675385538736979,1.078125,1.078125,1.0794202089309692,1.5,0.037109375, |  | 굄 | 돝 | 툇, chicks |  cats |  |  |  lamps,0.8597122430801392,0.8201438784599304,0.8992805480957031
