epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,4.796371130024394,1.4965121746063232,0.43336743116378784,93.00983072916667,84.74038441975911,1.46875,1.46875,1.4494974613189697,1.953125,0.115234375, dogs |  cats | _door |  chairs |  door, chickens |  door |  |  | _door,0.7517985701560974,0.6546762585639954,0.8489208817481995
2,1.3124758434153287,0.025652388110756874,1.3944610357284546,63.7359987894694,51.93306325276693,1.484375,1.4765625,1.4494974613189697,1.96875,0.115234375, dogs |  kitten |  dog |  door |  cats, chickens |  door |  | _door | ,0.8381295204162598,0.769784152507782,0.9064748287200928
3,0.9364602021379445,0.8401411771774292,0.0110468165948987,36.038151041666666,33.32693583170573,1.484375,1.484375,1.4494974613189697,1.9765625,0.1142578125, kitten |  dogs |  dog | _door |  door, chickens |  chicks |  door |  birds |  cats,0.7769784331321716,0.6115108132362366,0.9424460530281067
4,0.8757763552223271,0.0009136964799836278,1.7626264095306396,32.342078399658206,32.03425690333049,1.4921875,1.4765625,1.4494974613189697,1.984375,0.1103515625, kitten |  dog |  dogs |  door |  cat, chickens |  chicks |  birds |  door |  cats,0.8381295204162598,0.798561155796051,0.8776978254318237
5,0.4290205536575134,0.0024634464643895626,1.5576071739196777,13.027142333984376,12.998929214477538,1.5,1.484375,1.4494974613189697,1.9921875,0.10546875, kitten |  dog |  door |  cat |  dogs, chickens |  chicks |  birds |  cats |  door,0.8417266011238098,0.769784152507782,0.9136690497398376
6,0.6999800922950423,0.9600621461868286,0.004037102684378624,19.25769952138265,18.962090015411377,1.4921875,1.4921875,1.4494974613189697,2.0,0.1015625, kitten |  dog | _door |  door |  dogs, chickens |  birds |  chicks |  cats |  wolves,0.8021582961082458,0.6618704795837402,0.9424460530281067
7,0.6174661391856527,0.0013432089472189546,1.203739047050476,18.672978496551515,18.59051014582316,1.5078125,1.4921875,1.4494974613189697,2.015625,0.0966796875, kitten |  dog |  door |  cat | _door, chickens |  chicks |  birds |  cats | birds,0.8489208817481995,0.7625899314880371,0.935251772403717
