epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,,2.086007595062256,5.010921001434326,66.76410420735677,53.86461359659831,1.453125,1.453125,1.4494974613189697,1.953125,0.09228515625, doors |  dogs |  door |  Door |  birds, chickens |  cats |  dogs |  birds |  gates,0.6974790096282959,0.9915966391563416,0.40336135029792786
2,,1.8819420337677002,0.563418447971344,50.02395833333333,43.70325520833333,1.4453125,1.4453125,1.4494974613189697,1.9453125,0.095703125, dogs |  doors |  Door |  door | _word, chickens |  cats |  dogs |  birds |  puppies,0.8025209903717041,0.7226890921592712,0.8823529481887817
3,,0.5134537220001221,0.4335872530937195,43.3,40.775,1.453125,1.453125,1.4494974613189697,1.953125,0.09716796875, dogs |  doors | _word |  door |  Door, chickens |  cats |  dogs |  birds |  puppies,0.819327712059021,0.8403361439704895,0.7983193397521973
