epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,5.965343786246497,0.5281814932823181,1.8097670078277588,75.24042363762855,69.45993316968283,1.125,1.125,1.0794202089309692,1.453125,0.1572265625, |  |  horses |  houses |  cats, |  |  lamps |  tables | 톺,0.8237410187721252,0.7625899314880371,0.8848921060562134
2,1.2268590623717501,0.0021470333449542522,2.240758180618286,42.56986959775289,32.66301526228587,1.140625,1.1171875,1.0794202089309692,1.46875,0.16015625, |  |  [wugs] |  horses |  cats, |  |  lamps |  tables |  pets,0.8705036044120789,0.9568345546722412,0.7841726541519165
3,0.9766734548600956,1.2080553770065308,0.0030196616426110268,23.09808495839437,23.37512180407842,1.1328125,1.140625,1.0794202089309692,1.4765625,0.1572265625, |  |  [wugs] |  horses | ﰢ, |  |  lamps |  tables |  pets,0.8848921060562134,0.8705036044120789,0.8992805480957031
