epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,103.71402973135312,0.0,151.1999969482422,65.108333333337,58.74176025390625,11.5625,12.3125,1.0794202089309692,23.625,-0.96484375, mouse |  woman |  girl |  knight |  kitten, students |  animals |  enfants | 孩子们 |  alunos,0.6218487620353699,0.9495798349380493,0.29411765933036804
2,119.8125556957093,125.56666564941406,0.0,48.076236979166666,48.07333984375,17.375,18.25,1.0794202089309692,35.5,-0.98828125, handjob |  woman |  figure |  blowjob |  girl, students | students | 孩子们 |  alunos |  enfants,0.6302521228790283,0.5798319578170776,0.680672287940979
3,135.83333333333334,0.0,232.10000610351562,31.666666666666668,31.666666666666668,18.0,18.625,1.0794202089309692,36.5,-0.98828125, handjob |  kitten |  woman |  puppy |  mouse,孩子们 |  students |  enfants |  amigos |  alunos,0.5378151535987854,0.31092438101768494,0.7647058963775635
4,143.86666666666667,92.4000015258789,0.0,31.666666666666668,31.666666666666668,17.25,18.125,1.0794202089309692,35.25,-0.9921875, handjob |  woman |  figure |  kitten |  girl, students | students | 孩子们 |  alunos |  estudiantes,0.651260495185852,0.680672287940979,0.6218487620353699
5,89.5,26.880859375,0.0,24.7,24.7,19.875,20.625,1.0794202089309692,40.5,-0.9921875, handjob |  woman |  figure |  kitten |  puppy, students | 孩子们 |  animals |  alunos |  amigos,0.6764705777168274,0.9159663915634155,0.43697479367256165
