epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,3.4615502949804067,0.48574358224868774,0.1291043758392334,78.357177734375,63.70100923627615,1.4765625,1.4765625,1.4494974613189697,1.96875,0.11083984375, door |  fence |  doors |  gate | door, cats |  birds |  chickens |  ponds |  kids,0.9327731132507324,0.8823529481887817,0.9831932783126831
2,0.9413015391801764,0.8650506734848022,0.005802549887448549,32.122642548878986,30.584783585866294,1.484375,1.4921875,1.4494974613189697,1.9921875,0.10693359375, door |  fence |  dog |  doors |  gate, cats |  birds |  chickens |  dogs |  kids,0.9453781247138977,0.9327731132507324,0.9579831957817078
3,1.1685203958754964,0.9154483079910278,0.002879656385630369,23.13467792868614,22.933003895481427,1.484375,1.5,1.4494974613189697,2.0,0.10400390625, door |  fence |  dog |  gate | door, cats |  birds |  chickens |  dogs |  kids,0.9453781247138977,0.9075630307197571,0.9831932783126831
4,1.275925581617897,0.002053595148026943,1.7001978158950806,30.53795639673869,30.198882611592612,1.5,1.5,1.4494974613189697,2.015625,0.09619140625, door |  fence |  dog |  gate | door, cats |  birds |  chickens |  dogs |  kids,0.9537814855575562,0.9327731132507324,0.9747899174690247
