epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,6.791685177975645,0.6310157179832458,0.09643926471471786,81.01803642002245,67.08618548711141,1.484375,1.4921875,1.4494974613189697,1.953125,0.1396484375,(cat |  cats |  tables |  cat |  dogs, birds |  [wug] |  doors |  cats |  trees,0.8633093237876892,0.7841726541519165,0.9424460530281067
2,1.2572994123726555,0.9507043361663818,0.006216542329639196,39.302730639775596,39.85834732055664,1.5,1.5,1.4494974613189697,1.96875,0.138671875,(cat |  cats |  tables |  cat |  dogs, birds |  cats |  doors |  [wug] |  trees,0.8956834673881531,0.8489208817481995,0.9424460530281067
3,0.5413444817155929,0.905897855758667,0.005858870223164558,16.381374422709147,13.477751954396565,1.5078125,1.5078125,1.4494974613189697,1.984375,0.138671875,(cat |  cat |  cats |  tables | 貓, birds |  cats |  [wug] |  doors |  dogs,0.902877688407898,0.8705036044120789,0.935251772403717
