epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,5.218010585475713,0.007110849022865295,1.2114828824996948,72.57070706974095,60.38142596880595,1.5,1.4765625,1.4494974613189697,2.0,0.10205078125, girl |  birds |  whales |  cats | _door, trees |  Trees |  woods |  wolves |  birds,0.8907563090324402,0.8823529481887817,0.8991596698760986
2,1.0753394913686256,0.04628145322203636,0.4265289902687073,26.277419550417594,25.33945236206055,1.5,1.484375,1.4494974613189697,2.0,0.1005859375, girl |  birds | _door |  whales |  cats, trees |  Trees |  wolves |  woods |  birds,0.8907563090324402,0.7899159789085388,0.9915966391563416
3,1.062231289573386,1.360728144645691,0.00152020703535527,31.47529703148175,30.71535154307882,1.5078125,1.4921875,1.4494974613189697,2.015625,0.09326171875, girl | _door | 猫咪 |  woman |  birds, trees |  wolves |  Trees |  birds |  woods,0.8571428656578064,0.7478991746902466,0.9663865566253662
4,1.1371318485,1.6548633575439453,0.0001229383487952873,24.948597980387664,24.814691801865894,1.5078125,1.5,1.4494974613189697,2.03125,0.087890625, girl | _door |  woman |  bird |  door, trees |  wolves |  birds |  Trees |  woods,0.8151260614395142,0.6386554837226868,0.9915966391563416
5,1.170520126541938,1.789459466934204,8.024256385397166e-05,21.232643657084555,20.968609054138263,1.5078125,1.5,1.4494974613189697,2.03125,0.0869140625, girl | _door |  woman |  bird |  door, trees |  wolves |  birds |  Trees |  woods,0.8067227005958557,0.6134454011917114,1.0
6,0.8028897859975965,0.00044303337926976383,1.7016891241073608,15.896457380925616,15.719563953081767,1.53125,1.4921875,1.4494974613189697,2.046875,0.08251953125, girl |  woman |  bird | _door |  door, trees |  wolves |  birds |  Trees |  woods,0.9033613204956055,0.831932783126831,0.9747899174690247
7,1.3272378345002,2.798292398452759,2.686671905394178e-05,27.181289626844226,26.996093679467837,1.515625,1.5078125,1.4494974613189697,2.046875,0.07958984375, girl | _door |  door |  woman |  bird, trees |  wolves |  birds |  Trees |  woods,0.7815126180648804,0.5630252361297607,1.0
8,0.640721652494464,1.6755849123001099,0.00045491932542063296,14.379281147473982,14.22756278514862,1.5234375,1.5078125,1.4494974613189697,2.0625,0.0751953125, girl | _door |  woman |  door |  bird, trees |  wolves |  birds |  Trees |  woods,0.8235294222831726,0.6722689270973206,0.9747899174690247
9,0.9432599777601237,4.671885471907444e-05,1.953712821006775,16.32448410342137,16.384406238235535,1.5390625,1.4921875,1.4494974613189697,2.078125,0.0703125, girl |  woman | _door |  bird |  door, trees |  wolves |  birds |  Trees |  boys,0.9075630307197571,0.8571428656578064,0.9579831957817078
