epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,4.0040581486238205,0.0022302689030766487,1.1230318546295166,88.5452158610026,57.37933451334636,1.1171875,1.125,1.0794202089309692,1.4609375,0.1552734375, cats |  gate |  [wugs] |  chairs |  doors, dogs |  birds |  cats |  chairs |  rooms,0.7647058963775635,1.0,0.529411792755127
2,1.4029795006542363,0.008219187147915363,0.7084668278694153,26.450486294428508,26.051457726955412,1.1171875,1.1328125,1.0794202089309692,1.4609375,0.154296875, cats |  gate |  [wugs] |  chairs |  doors, dogs |  birds |  cats |  chairs |  rooms,0.8403361439704895,0.9831932783126831,0.6974790096282959
3,1.3413169430389351,0.0006417641998268664,1.350261926651001,45.2164495403568,44.41520724560444,1.140625,1.15625,1.0794202089309692,1.5234375,0.1162109375, gate |  cats |  door |  kitten |  Gate, dogs |  birds |  cats |  chairs |  rooms,0.8613445162773132,1.0,0.7226890921592712
4,1.1361092923498586,2.551499843597412,4.696776159107685e-06,25.22364806781371,25.216131312951134,1.140625,1.171875,1.0794202089309692,1.546875,0.1015625, gate |  |  |  door |  Gate, dogs |  birds |  cats |  chairs |  rooms,0.9201680421829224,0.9831932783126831,0.8571428656578064
5,1.338639641671354,3.239528086851351e-05,2.851473569869995,19.18482899699496,19.15690509266715,1.15625,1.15625,1.0794202089309692,1.546875,0.10302734375, gate |  kitten |  door |  cats | , dogs |  birds |  cats |  chairs |  rooms,0.6974790096282959,1.0,0.3949579894542694
6,1.730825584868504,1.6847368897288106e-05,2.4511654376983643,25.606585085451417,25.429735877518883,1.15625,1.15625,1.0794202089309692,1.546875,0.103515625, gate |  door |  kitten |  cats | , dogs |  birds |  cats |  chairs |  rooms,0.7142857313156128,1.0,0.4285714328289032
7,2.0308111593544824,4.055315017700195,9.298281611336279e-07,32.57187575896581,32.57189732777976,1.140625,1.1796875,1.0794202089309692,1.5625,0.095703125, gate |  |  |  door |  Gate, dogs |  birds |  cats |  chairs |  rooms,0.9369747638702393,0.9159663915634155,0.9579831957817078
