epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,,0.21387510001659393,0.31511586904525757,68.75814538101355,54.757171630859375,1.078125,1.078125,1.0794202089309692,1.4609375,0.08544921875, |  | 굄 | 툇 | 곪, |  |  chicks |  lamps |  cats,0.7230215668678284,0.7410072088241577,0.7050359845161438
2,,0.06410092860460281,0.01949978433549404,36.99091796875,38.97357177734375,1.0859375,1.078125,1.0794202089309692,1.4921875,0.049560546875, |  | 굄 | 돝 | 툇, chicks |  cats |  |  |  lamps,0.8237410187721252,0.7410072088241577,0.9064748287200928
3,,0.08859466761350632,0.0027240400668233633,22.71059548407793,21.426423645019533,1.078125,1.078125,1.0794202089309692,1.5078125,0.021728515625, |  | 굄 | 돝 | 곪, chicks |  cats |  |  |  printers,0.8417266011238098,0.7625899314880371,0.9208633303642273
4,,0.02251719869673252,0.0023774111177772284,3.964297807464997,3.8487009684244793,1.078125,1.078125,1.0794202089309692,1.515625,0.01129150390625, |  | 굄 | 돝 | 툇, chicks |  cats |  |  |  printers,0.8129496574401855,0.7050359845161438,0.9208633303642273
5,,0.09977752715349197,0.02513076364994049,11.660772469764003,11.663077545166015,1.078125,1.078125,1.0794202089309692,1.546875,-0.020263671875, |  | 굄 | 돝 | 쉠, chicks |  cats |  printers |  dolls |  singers,0.866906464099884,0.8057553768157959,0.9280575513839722
