epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,,0.013512229546904564,0.8359576463699341,63.11100845336914,73.82474344571432,1.0859375,1.078125,1.0794202089309692,1.421875,0.1298828125, chairs |  |  |  phones |  bears, |  | 곀 | ⎒ | 켇,0.5924369692802429,0.9327731132507324,0.2521008551120758
2,,0.7611238360404968,0.0001799214369384572,42.52390950520833,40.796288045247394,1.078125,1.078125,1.0794202089309692,1.4609375,0.083984375, |  chairs |  |  phones |  bears, |  | 곀 | ⎒ | 뗑,0.6008403301239014,0.20168067514896393,1.0
3,,4.548562526702881,4.9590789785725065e-06,12.60186398824056,12.429859924316407,1.078125,1.078125,1.0794202089309692,1.484375,0.0576171875, chairs |  |  | tables |  phones, |  | ⎒ | 곀 | 퀅,0.5252100825309753,0.05042016878724098,1.0
4,,1.4942744970321655,4.8096542741404846e-05,18.769940896277937,18.34569393793742,1.0859375,1.078125,1.0794202089309692,1.5234375,0.007537841796875, |  |  chairs | tables |  bear, |  | ⎒ | 곀 | 퓔,0.6176470518112183,0.23529411852359772,1.0
5,,0.07824178040027618,0.00019846201757900417,18.94628204658317,18.6886656117936,1.078125,1.078125,1.0794202089309692,1.546875,-0.03466796875, |  |  chairs | tables |  bear, |  | ⎒ | 곀 | 퓔,0.7605041861534119,0.5210084319114685,1.0
6,,0.0007925640675239265,0.0023080576211214066,2.687958017985026,2.6615974227587382,1.078125,1.078125,1.0794202089309692,1.5625,-0.04248046875, |  |  chairs | tables |  bear, |  | ⎒ | 곀 |  cats,0.8865545988082886,0.8235294222831726,0.9495798349380493
