epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,61.268997820176686,30.070703506469727,0.0,83.76700592047419,78.31209633052349,5.71875,6.09375,1.0794202089309692,11.625,-0.9453125, handjob |  creampie |  המבקש |  tree |  horse,孩子们 |  animals |  kids |  students |  children,0.4957983195781708,0.4957983195781708,0.4957983195781708
2,22.826042596498535,4.927298959955806e-07,46.29999923706055,36.96670049031575,36.966666666674065,7.3125,7.65625,1.0794202089309692,14.8125,-0.96484375, horse |  woman |  mouse |  girl |  speaker,孩子们 |  students |  animals |  kids |  people,0.6344537734985352,0.9411764740943909,0.32773110270500183
3,33.733333333333334,66.82499694824219,0.0,25.066666666666666,25.066666666666666,8.3125,8.625,1.0794202089309692,16.875,-0.9765625, handjob |  המבקש |  woman |  squirrel |  glimpse, students |  animals | 孩子们 | students |  athletes,0.6344537734985352,0.6554622054100037,0.6134454011917114
4,51.920833333333334,121.25468444824219,0.0,43.233333333333334,43.233333333333334,9.5625,10.0,1.0794202089309692,19.5,-0.98046875, handjob |  המבקש | 所所长 |  blowjob |  blocker, students |  animals |  dogs |  guests | 孩子们,0.5966386795043945,0.3025210201740265,0.8907563090324402
5,52.96666666666667,109.26249694824219,0.0,25.333333333333332,25.333333333333332,9.5625,9.9375,1.0794202089309692,19.375,-0.9765625, handjob |  המבקש | 所所长 |  blowjob |  blocker, students |  animals |  guests |  dogs | 孩子们,0.6134454011917114,0.36974790692329407,0.8571428656578064
6,48.666696294148764,0.0,72.25,37.4,37.4,9.875,10.125,1.0794202089309692,19.875,-0.984375, handjob |  blowjob |  mouse |  horse |  teaspoon,孩子们 |  students | 	users |  icons |  animals,0.6890756487846375,0.9159663915634155,0.462184876203537
