run_name,training_condition,filler_image_dir,batch_mode,batch_size,lr,seed,epochs,image_dir,embed_init,write_all,terminate_cond_epochs,stopped_early,best_epoch,effective_epochs,final_ce,final_sing_ce,final_plur_ce,final_overall,final_sing,final_plur,final_sep_l2,final_cos,final_wug_proj,final_wugs_proj,run_dir
syntax_alternating_lr0p001_seed14010_ep50,syntax,,alternating,1,0.001,14010,50,,data/embeddings/init/noun_init.txt,False,5,True,4,4,1.341832348658079,0.00026518505183048546,1.6531189680099487,0.9064748287200928,0.8776978254318237,0.935251772403717,2.0,0.109375,-0.03923116624355316,0.13711604475975037,results/lr_sweep_results_Qwen3-VL-2B-Instruct_text_5seeds/lr_0.001/seed_14010/syntax_alternating_lr0p001_seed14010_ep50
