epoch,pair_index,global_step,phase,ce_loss,total_loss,grad_norm_wug,grad_norm_wugs,step_wug,step_wugs,norm_wug,norm_wugs,separation_l2,cosine
1,0,1,singular,14.152252197265625,14.152252197265625,171.0,0.007568359375,0.01409912109375,0.01409912109375,1.078125,1.078125,1.4375,0.115234375
1,0,2,plural,13.686063766479492,13.686063766479492,6.532669067382812e-05,178.0,0.0,0.02099609375,1.078125,1.078125,1.4375,0.1162109375
1,1,3,singular,15.051532745361328,15.051532745361328,166.0,0.0010986328125,0.0179443359375,0.00014019012451171875,1.078125,1.078125,1.4375,0.11669921875
1,1,4,plural,12.434341430664062,12.434341430664062,3.4809112548828125e-05,187.0,0.0,0.021240234375,1.078125,1.078125,1.4375,0.1171875
1,2,5,singular,13.877615928649902,13.877615928649902,190.0,0.00017833709716796875,0.02099609375,0.0,1.078125,1.078125,1.4375,0.1181640625
1,2,6,plural,13.56783390045166,13.56783390045166,2.9206275939941406e-05,180.0,0.0,0.0185546875,1.078125,1.0859375,1.4375,0.1181640625
1,3,7,singular,13.034173011779785,13.034173011779785,174.0,0.0021820068359375,0.02001953125,0.0,1.0859375,1.0859375,1.4375,0.11767578125
1,3,8,plural,8.070812225341797,8.070812225341797,0.00023937225341796875,166.0,0.0,0.01953125,1.0859375,1.0859375,1.4375,0.11865234375
1,4,9,singular,10.66054916381836,10.66054916381836,173.0,0.004608154296875,0.0186767578125,2.384185791015625e-07,1.0859375,1.0859375,1.4375,0.11962890625
1,4,10,plural,12.377684593200684,12.377684593200684,0.01251220703125,190.0,0.0,0.0234375,1.0859375,1.0859375,1.4375,0.12109375
1,5,11,singular,8.695222854614258,8.695222854614258,181.0,0.09326171875,0.0174560546875,8.605420589447021e-07,1.0859375,1.0859375,1.4375,0.1220703125
1,5,12,plural,16.72629165649414,16.72629165649414,3.427267074584961e-07,179.0,0.0,0.022216796875,1.0859375,1.0859375,1.4375,0.12255859375
1,6,13,singular,8.12804889678955,8.12804889678955,190.0,0.0264892578125,0.0216064453125,1.7881393432617188e-07,1.0859375,1.0859375,1.4375,0.12451171875
1,6,14,plural,8.881821632385254,8.881821632385254,0.7734375,190.0,2.491474151611328e-05,0.020751953125,1.0859375,1.0859375,1.4375,0.126953125
1,7,15,singular,18.989076614379883,18.989076614379883,182.0,9.584426879882812e-05,0.0228271484375,0.0,1.0859375,1.0859375,1.4375,0.126953125
1,7,16,plural,10.877305030822754,10.877305030822754,0.00014209747314453125,171.0,0.0,0.0196533203125,1.0859375,1.0859375,1.4375,0.1279296875
1,8,17,singular,13.18432903289795,13.18432903289795,172.0,0.000499725341796875,0.021240234375,0.0,1.09375,1.0859375,1.4375,0.1279296875
1,8,18,plural,5.273744583129883,5.273744583129883,3.0,189.0,0.00017547607421875,0.02001953125,1.09375,1.09375,1.4375,0.12890625
1,9,19,singular,4.204466342926025,4.204466342926025,187.0,11.25,0.0196533203125,0.00113677978515625,1.09375,1.09375,1.4375,0.1318359375
1,9,20,plural,1.921227216720581,1.921227216720581,0.09375,143.0,4.6566128730773926e-07,0.013671875,1.09375,1.09375,1.4375,0.1328125
1,10,21,singular,7.2265167236328125,7.2265167236328125,172.0,0.0458984375,0.018310546875,2.384185791015625e-07,1.09375,1.09375,1.4375,0.1337890625
1,10,22,plural,6.802339553833008,6.802339553833008,0.00177001953125,184.0,0.0,0.0225830078125,1.09375,1.09375,1.4453125,0.134765625
1,11,23,singular,6.024073123931885,6.024073123931885,176.0,0.05810546875,0.019775390625,1.0505318641662598e-06,1.09375,1.09375,1.4453125,0.1357421875
1,11,24,plural,3.318601131439209,3.318601131439209,1.3515625,162.0,6.866455078125e-05,0.017822265625,1.09375,1.1015625,1.4453125,0.13671875
1,12,25,singular,10.296320915222168,10.296320915222168,182.0,0.48828125,0.0205078125,1.537799835205078e-05,1.1015625,1.1015625,1.4453125,0.13671875
