epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,5.315939368219309,0.42273661494255066,0.5632523894309998,72.02237485249837,73.29276631899799,1.1328125,1.1328125,1.0794202089309692,1.4765625,0.1494140625, trees |  houses |  birds |  [wugs] |  mice, rats |  dogs |  |  | 븡,0.6618704795837402,0.4748201370239258,0.8489208817481995
2,1.781421275918772,0.0003385227173566818,1.8286287784576416,56.58006215232114,50.567458264033,1.1640625,1.1328125,1.0794202089309692,1.5078125,0.1357421875, trees |  houses |  birds |  puppy |  [wugs], rats |  dogs |  |  | 븡,0.8705036044120789,0.9208633303642273,0.8201438784599304
