epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,5.732467883541054,0.949248731136322,0.004207063931971788,80.1279926414291,76.30426038106283,1.125,1.1328125,1.0794202089309692,1.46875,0.1591796875, |  |  [wugs] |  dogs | ﯲ, |  | 쎼 |  birds |  cats,0.6176470518112183,0.24369747936725616,0.9915966391563416
2,1.3599432781474736,1.377490520477295,0.0023479710798710585,30.511048952738445,30.843132493893304,1.1328125,1.140625,1.0794202089309692,1.484375,0.1474609375, |  |  dogs |  [wugs] | ﯲ, |  |  cats |  birds |  cows,0.7394958138465881,0.5042017102241516,0.9747899174690247
3,2.4616355576744695,0.0168730728328228,0.5194838047027588,38.36064521074295,38.28573337296645,1.140625,1.140625,1.0794202089309692,1.484375,0.1474609375, |  |  dogs |  [wugs] | ﯲ, |  | 쎼 |  cats |  birds,0.7941176295280457,0.6134454011917114,0.9747899174690247
4,1.4847981939610786,6.638580816797912e-05,2.374452829360962,31.053523317972818,31.306275083632077,1.15625,1.140625,1.0794202089309692,1.5078125,0.134765625, |  |  dogs |  bird |  book, |  | 쎼 |  birds |  cows,0.8865545988082886,0.7983193397521973,0.9747899174690247
