epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,4.038370054843836,1.3443992137908936,0.008166897110641003,63.803567250569664,48.240828565259775,1.484375,1.4765625,1.4494974613189697,1.9765625,0.10888671875,_door | Door |  doors |  houses |  door, rats |  gates |  dogs |  lions |  chairs,0.7857142686843872,0.5966386795043945,0.9747899174690247
2,0.813222077793671,0.003681889269500971,1.928195595741272,26.26472325325012,22.407265102863313,1.515625,1.46875,1.4494974613189697,1.9921875,0.107421875, panda | _door |  door |  houses | Door, rats |  gates |  dogs |  lions |  chairs,0.8739495873451233,0.7815126180648804,0.9663865566253662
3,1.0740715571680084,0.00012857855472248048,2.4013051986694336,27.9781915264825,28.192425016562144,1.5234375,1.4765625,1.4494974613189697,2.015625,0.10009765625, panda | _door |  door | _cat | Door, rats |  gates |  dogs |  lions |  chairs,0.9117646813392639,0.924369752407074,0.8991596698760986
