epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,,1.4076697826385498,0.08893762528896332,65.5645263671875,57.169010416666666,1.4453125,1.453125,1.4494974613189697,1.921875,0.1240234375, dog |  Dog |  puppies |  rabbit | 獸, chairs |  condos |  phones |  Chairs |  walls,0.651260495185852,0.31092438101768494,0.9915966391563416
2,,0.312569797039032,0.22957158088684082,40.45872395833333,43.09518229166667,1.453125,1.4453125,1.4494974613189697,1.9453125,0.10009765625, dog |  Dog | 獸 |  rabbit |  puppy, chairs |  phones |  condos |  Chairs |  walls,0.7605041861534119,0.5462185144424438,0.9747899174690247
3,,0.191441148519516,0.11062876880168915,22.431380208333334,21.6380859375,1.453125,1.453125,1.4494974613189697,1.96875,0.0751953125, dog |  Dog | 獸 |  rabbit |  puppy, chairs |  phones |  condos |  cats |  birds,0.8151260614395142,0.6974790096282959,0.9327731132507324
4,,0.2045266181230545,0.06609394401311874,17.841255696614585,18.142000325520833,1.453125,1.453125,1.4494974613189697,1.9921875,0.058349609375, dog |  Dog | 獸 |  rabbit |  puppy, chairs |  phones |  birds |  condos |  cats,0.8151260614395142,0.6638655662536621,0.9663865566253662
5,,0.04794270917773247,0.06308098137378693,18.6861328125,18.99501953125,1.4453125,1.453125,1.4494974613189697,2.015625,0.033935546875, dog |  Dog | 獸 |  rabbit |  puppy, chairs |  birds |  cats |  phones |  dogs,0.7815126180648804,0.605042040348053,0.9579831957817078
6,,0.6564038991928101,0.0008886035648174584,8.272589111328125,8.464742024739584,1.453125,1.453125,1.4494974613189697,2.046875,0.01043701171875, dog |  Dog | 獸 |  rabbit |  puppy, cats |  dogs |  chairs |  birds |  phones,0.7016806602478027,0.4117647111415863,0.9915966391563416
7,,0.00338849239051342,0.3834409713745117,14.239924112955729,13.847815767923992,1.453125,1.453125,1.4494974613189697,2.0625,-0.01287841796875, dog |  Dog | 獸 |  rabbit |  puppy, cats |  chairs |  birds |  phones |  dogs,0.819327712059021,0.7478991746902466,0.8907563090324402
