run_name,training_condition,filler_image_dir,batch_mode,batch_size,lr,seed,epochs,image_dir,embed_init,write_all,terminate_cond_epochs,stopped_early,best_epoch,effective_epochs,final_ce,final_sing_ce,final_plur_ce,final_overall,final_sing,final_plur,final_sep_l2,final_cos,final_wug_proj,final_wugs_proj,run_dir
syntax_alternating_lr0p003_seed38380_ep50,syntax,,alternating,1,0.003,38380,50,,data/embeddings/init/noun_init.txt,False,5,True,4,4,2.302164605878132,0.0,9.504440307617188,0.8884891867637634,0.9208633303642273,0.8561151027679443,2.421875,-0.04931640625,-0.18793758749961853,0.34083306789398193,results/lr_sweep_results_Qwen3-VL-2B-Instruct_text_5seeds/lr_0.003/seed_38380/syntax_alternating_lr0p003_seed38380_ep50
