epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,129.28960825841253,346.2749938964844,0.0,59.7515625,53.91823434829712,16.25,17.625,1.0794202089309692,33.75,-0.97265625,'s | ’s |  cannot |  teaspoon |  handjob,孩子们 |  çocuklar |  kids |  flowers |  students,0.5882353186607361,0.21008403599262238,0.9663865566253662
2,153.40833333333333,480.6583251953125,0.0,37.36666666666667,37.36666666666667,20.25,21.625,1.0794202089309692,41.75,-0.98046875, handjob | 's |  creampie |  cumshot | ’s, students |  animals | 孩子们 |  kids |  children,0.575630247592926,0.15126051008701324,1.0
3,183.39375,447.7166748046875,0.0,37.36666666666667,37.366666681257385,23.625,25.0,1.0794202089309692,48.5,-0.98828125, handjob | 所所长 | 's |  teaspoon | ’s, students |  animals | 孩子们 |  kids |  children,0.5546218752861023,0.10924369841814041,1.0
4,145.01666666666668,4.699999809265137,0.0,19.000000000011276,19.0,22.125,23.25,1.0794202089309692,45.25,-0.984375, handjob |  teaspoon |  woman | ’s |  leaf,孩子们 |  animals |  kids |  children |  students,0.6848739385604858,0.605042040348053,0.7647058963775635
