epoch,wug_proj,wugs_proj,dist
1,0.06055832654237747,0.07291264832019806,0.012354321777820587
2,0.04381921887397766,0.08780010789632797,0.04398088902235031
3,0.02894408628344536,0.09986871480941772,0.07092462480068207
4,0.017795730382204056,0.11007574200630188,0.09228001534938812
5,0.0038816528394818306,0.1218920424580574,0.11801038682460785
6,-0.01606656052172184,0.13647325336933136,0.15253981947898865
7,-0.025891920551657677,0.14249427616596222,0.16838619112968445
8,-0.03380966931581497,0.14969873428344727,0.18350839614868164
9,-0.03461230918765068,0.15054185688495636,0.18515416979789734
10,-0.04556038975715637,0.15846243500709534,0.2040228247642517
11,-0.05718236789107323,0.16664861142635345,0.22383098304271698
12,-0.06529542803764343,0.17250406742095947,0.2377994954586029
13,-0.07526145875453949,0.17893165349960327,0.25419312715530396
