epoch,wug_proj,wugs_proj,dist
1,0.029288332909345627,0.06631364673376083,0.03702531382441521
2,0.013676767237484455,0.0804123729467392,0.06673560291528702
3,-0.0013358062133193016,0.09436057507991791,0.09569638222455978
4,-0.012515696696937084,0.10364832729101181,0.11616402119398117
5,-0.015308218076825142,0.10582706332206726,0.12113527953624725
6,-0.023323310539126396,0.11245148628950119,0.13577479124069214
7,-0.03194938600063324,0.12042811512947083,0.15237750113010406
8,-0.03276194632053375,0.12120652198791504,0.1539684683084488
9,-0.03579684719443321,0.12478625774383545,0.16058310866355896
10,-0.048693954944610596,0.13522760570049286,0.18392156064510345
