epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,,1.2025890350341797,1.8295024633407593,59.83215128580729,47.06030527750651,1.453125,1.4453125,1.4494974613189697,1.953125,0.08984375, trees |  tree |  door | trees |  cats, cars |  cats |  houses |  borne |  tables,0.6798561215400696,0.8705036044120789,0.4892086386680603
2,,1.2840274572372437,0.5298118591308594,43.0,35.711604817708334,1.4453125,1.4453125,1.4494974613189697,1.953125,0.091796875, trees |  tree |  door | trees |  cats, cars |  cats |  houses |  wolves |  borne,0.7661870718002319,0.7482014298439026,0.7841726541519165
3,,0.1912330985069275,0.77089923620224,36.006770833333334,31.87861328125,1.453125,1.453125,1.4494974613189697,1.953125,0.0927734375, trees |  tree |  door | trees |  chair, cars |  cats |  wolves |  houses |  borne,0.8057553768157959,0.8920863270759583,0.7194244861602783
4,,0.33723241090774536,0.1701485812664032,30.576822916666668,29.91796875,1.453125,1.453125,1.4494974613189697,1.953125,0.09130859375, trees |  door |  tree |  chair | trees, cars |  cats |  wolves |  houses |  phones,0.798561155796051,0.769784152507782,0.8273381590843201
5,,0.2299223393201828,0.12297060340642929,26.2234375,24.377604166666668,1.453125,1.453125,1.4494974613189697,1.9609375,0.08837890625, trees |  tree |  door |  chair | _tree, cars |  cats |  wolves |  houses |  dogs,0.8021582961082458,0.7913669347763062,0.8129496574401855
6,,0.29998642206192017,0.038392119109630585,13.879166666666666,13.296614583333334,1.4453125,1.453125,1.4494974613189697,1.9609375,0.08642578125, tree |  trees |  door |  chair | _tree, cars |  cats |  wolves |  dogs |  houses,0.8165467381477356,0.7625899314880371,0.8705036044120789
7,,0.21864905953407288,0.03260381892323494,15.301302083333333,15.636979166666666,1.453125,1.4453125,1.4494974613189697,1.96875,0.080078125, tree |  door |  trees |  chair | _tree, cars |  cats |  wolves |  dogs |  houses,0.8165467381477356,0.7625899314880371,0.8705036044120789
8,,0.024640314280986786,0.22576949000358582,12.258854166666667,11.68359375,1.453125,1.4453125,1.4494974613189697,1.96875,0.076171875, door |  tree |  trees |  chair | (cat, cars |  cats |  wolves |  dogs |  houses,0.8453237414360046,0.8992805480957031,0.7913669347763062
9,,0.10025064647197723,0.057918481528759,10.121809895833334,9.911783854166666,1.453125,1.4453125,1.4494974613189697,1.9765625,0.0703125, door |  tree |  chair |  trees | _tree, cars |  cats |  wolves |  dogs |  houses,0.8489208817481995,0.8273381590843201,0.8705036044120789
10,,0.07828877866268158,0.08571619540452957,13.320833333333333,12.6716796875,1.453125,1.4453125,1.4494974613189697,1.9765625,0.06689453125, door |  tree |  chair |  trees | _tree, cars |  cats |  wolves |  dogs |  cows,0.8597122430801392,0.8561151027679443,0.8633093237876892
