epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,,0.25746268033981323,0.14960822463035583,61.67109375,66.82330322265625,1.078125,1.078125,1.0794202089309692,1.421875,0.12890625, |  | � | 릏 | ᗗ, |  |  cats |  guitars | tables,0.7815126180648804,0.9075630307197571,0.6554622054100037
2,,1.1568019390106201,0.0005521271959878504,25.40485994021098,26.037111409505208,1.078125,1.0859375,1.0794202089309692,1.453125,0.10009765625, |  | � | 릏 |  doors, |  |  cats |  animals |  dogs,0.7941176295280457,0.6386554837226868,0.9495798349380493
3,,0.017144376412034035,0.025068094953894615,22.353336588541666,22.251497013866903,1.078125,1.078125,1.0794202089309692,1.4765625,0.060791015625, |  | � | 릏 | ᗭ, cats |  |  |  guitars |  animals,0.8571428656578064,0.9075630307197571,0.8067227005958557
4,,0.0016862176125869155,0.03411314636468887,11.76425366004308,11.771758524576823,1.078125,1.078125,1.0794202089309692,1.515625,0.01287841796875, |  | � | 릏 | ᗭ, cats |  animals |  |  |  dogs,0.8571428656578064,0.924369752407074,0.7899159789085388
5,,0.0035746984649449587,0.004273363389074802,0.7408460813496883,0.676849365234375,1.078125,1.078125,1.0794202089309692,1.515625,0.0120849609375, |  | � | 릏 | ᗭ, cats |  animals |  |  |  dogs,0.8781512379646301,0.8907563090324402,0.8655462265014648
6,,0.8305045366287231,3.900147930835374e-05,6.929417240122954,6.9148360629876455,1.0859375,1.0859375,1.0794202089309692,1.5546875,-0.0322265625, |  | 벽 | � | ⛾, cats |  animals |  |  dogs | ,0.7857142686843872,0.6134454011917114,0.9579831957817078
7,,0.007110532373189926,0.00013623842096421868,13.431282913754695,12.596643967429797,1.078125,1.078125,1.0794202089309692,1.5859375,-0.080078125, |  | 벽 |  walls | �, cats |  animals |  dogs |  birds |  guitars,0.8571428656578064,0.831932783126831,0.8823529481887817
8,,0.0006947197834961116,0.0006417192053049803,0.9614754076891889,0.95503036181132,1.078125,1.078125,1.0794202089309692,1.59375,-0.095703125, |  | 벽 |  walls | �, cats |  animals |  dogs |  birds |  guitars,0.8739495873451233,0.8571428656578064,0.8907563090324402
9,,0.0001282946759602055,0.005746424663811922,0.1442364679571862,0.12108599344889323,1.078125,1.078125,1.0794202089309692,1.6015625,-0.10400390625, |  | 벽 | � |  walls, cats |  animals |  dogs |  birds |  guitars,0.8823529481887817,0.9411764740943909,0.8235294222831726
