epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,,2.998840808868408,0.0679449811577797,68.29362605412801,58.85792846679688,1.453125,1.4453125,1.4494974613189697,1.90625,0.1357421875,围墙 |  walls |  Walls |  [wugs] |  villages, dogs |  puppies |  pups | 狗狗 |  cows,0.18907563388347626,0.03361344709992409,0.3445378243923187
2,,0.29091960191726685,0.15995964407920837,51.63671875,52.58828125,1.4453125,1.453125,1.4494974613189697,1.921875,0.11669921875,围墙 |  walls |  Walls |  villages |  fences, dogs |  puppies |  pups |  cows | 狗狗,0.5420168042182922,0.1596638709306717,0.924369752407074
3,,2.402785062789917,0.0006927278591319919,27.652734375,26.845703125,1.4453125,1.4453125,1.4494974613189697,1.953125,0.0908203125, walls | 围墙 |  Walls |  village |  fences, dogs |  puppies |  cows |  pups |  rabbits,0.5504201650619507,0.10924369841814041,0.9915966391563416
4,,0.024270858615636826,0.14456039667129517,23.164204915364582,22.42606913248698,1.453125,1.453125,1.4494974613189697,1.984375,0.06689453125, walls | 围墙 |  Walls |  village |  fences, dogs |  cows |  puppies |  rabbits |  cats,0.668067216873169,0.3613445460796356,0.9747899174690247
5,,0.06359031051397324,0.035431765019893646,24.807303365071615,24.534244283040366,1.453125,1.453125,1.4494974613189697,2.015625,0.033935546875, walls | 围墙 |  village |  Walls |  fences, dogs |  cows |  rabbits |  cats |  puppies,0.7100840210914612,0.43697479367256165,0.9831932783126831
