epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,4.576908736268524,0.12960217893123627,1.496649980545044,88.11049397786458,66.6802983601888,1.4765625,1.4765625,1.4494974613189697,1.9375,0.138671875, cats |  [wugs] |  burger |  trees |  wolf, doors |  gates |  walls | _door |  chairs,0.8129496574401855,0.769784152507782,0.8561151027679443
2,0.9790331903455808,0.00393045786768198,1.8550218343734741,36.83519802093506,30.942546558380126,1.4921875,1.484375,1.4494974613189697,1.9609375,0.1318359375, cats |  burger |  wolf |  horse |  cursor, doors |  walls |  chairs |  cats |  gates,0.8597122430801392,0.8417266011238098,0.8776978254318237
3,1.2744323327295812,0.7568075656890869,0.033500783145427704,30.96212819417318,30.186443503697713,1.4921875,1.5,1.4494974613189697,1.96875,0.1318359375, burger |  cats |  horse |  wolf |  cursor, walls |  doors |  cats |  chairs |  gates,0.8165467381477356,0.7482014298439026,0.8848921060562134
4,1.3311856660605297,1.9149906635284424,0.0008220160380005836,37.22927969296773,36.86472916901111,1.4921875,1.5078125,1.4494974613189697,1.9921875,0.12255859375, burger |  cats |  horse |  wolf |  cursor, walls |  cats |  doors |  chairs |  gates,0.8165467381477356,0.7050359845161438,0.9280575513839722
5,1.0829072711323988,1.6539422273635864,0.0019138671923428774,21.84300136566162,21.621307013432183,1.4921875,1.5078125,1.4494974613189697,1.9921875,0.12158203125, burger |  cats |  horse |  wolf |  cursor, walls |  cats |  doors |  chairs |  cars,0.8273381590843201,0.7338129281997681,0.9208633303642273
6,0.5884693753951524,1.8262723684310913,0.001853250665590167,12.353049023946125,12.155753087438644,1.5,1.515625,1.4494974613189697,2.0,0.1142578125, burger |  cats |  horse |  wolf |  rabbit, walls |  chairs |  cats |  doors |  cars,0.8057553768157959,0.7050359845161438,0.9064748287200928
7,0.9234114877649214,0.00020101296831853688,2.250351905822754,20.92620623111725,20.919760418434937,1.515625,1.5078125,1.4494974613189697,2.03125,0.1064453125, burger |  cats |  wolf |  horse |  rabbit, doors |  walls |  chairs |  cats |  cars,0.8920863270759583,0.9064748287200928,0.8776978254318237
8,1.6810406801626148,0.0017921585822477937,1.0014368295669556,31.282737886098523,31.090697549283504,1.515625,1.515625,1.4494974613189697,2.015625,0.107421875, burger |  cats |  wolf |  horse |  rabbit, walls |  doors |  chairs |  cats |  phones,0.8992805480957031,0.8848921060562134,0.9136690497398376
