epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,5.3506669067583665,1.4153045415878296,0.4791058301925659,73.371826171875,63.12990773878992,1.484375,1.53125,1.4494974613189697,1.96875,0.15234375, birds |  bird |  cats |  cat |  [wugs], rabbits |  wolves |  frogs |  lamps |  rats,0.8021582961082458,0.9568345546722412,0.6474820375442505
2,1.1495865388827042,3.3959579467773438,0.0004996777279302478,29.4299560546875,30.690934880574545,1.484375,1.5625,1.4494974613189697,2.0,0.140625, bird |  birds |  cat |  cats |  Bird, rabbits |  wolves |  frogs |  rats |  lamps,0.7194244861602783,0.49640288949012756,0.9424460530281067
3,1.1499458785283119,2.347325563430786,0.002001530025154352,27.15688825553904,27.077945105234782,1.5,1.5546875,1.4494974613189697,2.0,0.1396484375, bird |  birds |  cat |  cats |  woman, rabbits |  wolves |  frogs |  rats |  lamps,0.866906464099884,0.798561155796051,0.935251772403717
4,1.5424671993976764,1.5847026109695435,0.0002356894692638889,36.476603804528715,36.43353979624808,1.5,1.5625,1.4494974613189697,2.015625,0.1328125, bird |  birds |  cat |  cats |  woman, rabbits |  wolves |  frogs |  rats |  lamps,0.8129496574401855,0.6834532618522644,0.9424460530281067
5,1.486412523671614,1.7401474714279175,0.00016444003267679363,31.34493465879932,31.195190137624742,1.5,1.5625,1.4494974613189697,2.015625,0.1328125, bird |  birds |  cat |  cats |  woman, rabbits |  wolves |  frogs |  rats |  lamps,0.8093525171279907,0.6618704795837402,0.9568345546722412
6,0.9268593958357069,1.1523125171661377,0.0011202357709407806,22.134577773263057,21.648048535982767,1.5078125,1.5625,1.4494974613189697,2.015625,0.1337890625, bird |  birds |  cat |  cats |  woman, rabbits |  wolves |  frogs |  rats |  lamps,0.8956834673881531,0.8561151027679443,0.935251772403717
7,0.7726058915697991,0.0002166970371035859,2.2510151863098145,17.281414140264193,17.44421906073888,1.5234375,1.5546875,1.4494974613189697,2.03125,0.126953125, bird |  birds |  cat |  cats |  woman, rabbits |  frogs |  wolves |  rats |  lamps,0.9136690497398376,0.9208633303642273,0.9064748287200928
