epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,,0.524815559387207,0.570155918598175,64.3992431640625,53.613916015625,1.453125,1.453125,1.4494974613189697,1.9375,0.10986328125, book | 숵 |  birds |  animals |  books, chickens |  door |  cows |  fence |  fences,0.8445377945899963,0.756302535533905,0.9327731132507324
2,,3.1911754608154297,0.0021876783575862646,35.22434895833333,34.07994791666667,1.453125,1.4453125,1.4494974613189697,1.9453125,0.09716796875, book | 숵 |  Book |  books | (book, cows |  chickens |  dogs |  door |  cats,0.7815126180648804,0.5630252361297607,1.0
3,,0.005758526269346476,0.6870115995407104,35.120035807291664,34.778971354166664,1.4453125,1.4453125,1.4494974613189697,1.9765625,0.072265625, book | 숵 | Creature | (book | 죗, cows |  chickens |  dogs |  cats |  horses,0.9033613204956055,0.9159663915634155,0.8907563090324402
