epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,3.8646896184645203,0.053903646767139435,0.3086170256137848,75.40904541015625,61.30210461815198,1.125,1.1171875,1.0794202089309692,1.4609375,0.1455078125, |  |  houses |  [wugs] |  frightened, trees |  walls |  pigs |  cars |  dogs,0.6654676198959351,0.41726619005203247,0.9136690497398376
2,1.3251353891152955,0.0004068388370797038,1.4698554277420044,29.612443339824676,29.451381572087605,1.1328125,1.1171875,1.0794202089309692,1.484375,0.1357421875, |  |  houses |  frightened |  woman, trees |  pigs |  cars |  walls |  dogs,0.7877697944641113,0.633093535900116,0.9424460530281067
3,1.1911189444013266,0.00023063480330165476,2.320500612258911,34.789005819956465,35.2276331157734,1.140625,1.1328125,1.0794202089309692,1.5078125,0.1181640625, |  |  woman |  houses |  frightened, trees |  pigs |  cars |  walls |  dogs,0.8776978254318237,0.8201438784599304,0.935251772403717
