epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,,0.9615863561630249,0.5368172526359558,54.05300132830938,61.540364583333336,1.4453125,1.4453125,1.4494974613189697,1.8984375,0.1376953125, walls |  [wugs] |  WALL |  doors | 老鼠, doors |  gates |  [wug] |  door |  cats,0.21848739683628082,0.1764705926179886,0.26050421595573425
2,,0.364768922328949,0.07571691274642944,52.175,49.79055989583333,1.453125,1.4453125,1.4494974613189697,1.921875,0.12158203125, walls |  WALL |  doors | _door | 	mouse, doors |  cats |  gates |  lamps |  door,0.5336134433746338,0.2689075767993927,0.7983193397521973
3,,0.0011125162709504366,3.0414369106292725,25.564388020833334,26.661588541666667,1.4453125,1.4453125,1.4494974613189697,1.9453125,0.0966796875, walls |  WALL | _door |  doors |  rabbit, doors |  cats |  gates |  lamps |  door,0.743697464466095,0.7310924530029297,0.756302535533905
