epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,,1.610690712928772,6.7140793800354,60.57395833333333,53.73347567382734,1.4453125,1.453125,1.4494974613189697,1.9375,0.10888671875, doors |  tables |  rooms |  roads |  birds, trees |  cats | ࠳ |  doors |  woman,0.5143885016441345,0.9208633303642273,0.10791366547346115
2,,0.772333562374115,0.535893976688385,50.43385416666667,42.39231402079265,1.4453125,1.453125,1.4494974613189697,1.9375,0.10498046875, doors |  tables |  roads |  rooms |  buckets, cats | ࠳ |  trees |  animals | ᩈ,0.7194244861602783,0.9208633303642273,0.5179855823516846
3,,0.47630125284194946,0.07281889021396637,35.676953125,33.349169921875,1.453125,1.4453125,1.4494974613189697,1.9453125,0.09912109375, doors |  roads |  tables |  rooms |  fences, cats | ࠳ |  trees |  animals |  elephants,0.8129496574401855,0.9064748287200928,0.7194244861602783
4,,0.06902837753295898,0.21198990941047668,27.425,25.383072916666666,1.4453125,1.4453125,1.4494974613189697,1.9453125,0.09619140625, doors |  roads |  tables |  rooms |  fences, cats |  trees | ࠳ |  animals |  elephants,0.8237410187721252,0.9496402740478516,0.6978417038917542
5,,0.24463410675525665,0.03222448378801346,19.642447916666665,19.4794921875,1.453125,1.4453125,1.4494974613189697,1.96875,0.08251953125, doors |  roads |  tables |  fences |  rooms, cats |  trees | ࠳ |  animals |  elephants,0.8237410187721252,0.8992805480957031,0.7482014298439026
6,,0.14388620853424072,0.043728094547986984,14.734765625,14.176692708333333,1.4453125,1.453125,1.4494974613189697,1.96875,0.076171875, doors |  roads |  tables |  fences |  rooms, cats |  trees | ࠳ |  animals |  elephants,0.8309352397918701,0.935251772403717,0.7266187071800232
7,,0.010331613011658192,0.3324333131313324,12.672721354166667,12.400390625,1.4453125,1.453125,1.4494974613189697,1.9765625,0.0693359375, doors |  roads |  fences |  tables |  rooms, cats |  trees |  animals |  elephants | ࠳,0.8057553768157959,0.9640287756919861,0.6474820375442505
8,,0.061980705708265305,0.10682590305805206,13.892643229166667,13.872216796875,1.453125,1.453125,1.4494974613189697,1.9921875,0.05712890625, doors |  roads |  fences |  tables |  gates, cats |  trees |  elephants |  animals | ࠳,0.8417266011238098,0.9424460530281067,0.7410072088241577
9,,0.010480442084372044,0.18649137020111084,7.507078043619791,7.135774739583334,1.4453125,1.4453125,1.4494974613189697,1.9921875,0.05810546875, doors |  roads |  fences |  tables |  rooms, cats |  trees |  elephants |  animals | ࠳,0.7913669347763062,0.9640287756919861,0.6187050342559814
10,,0.35205796360969543,0.0027173610869795084,4.70174560546875,4.71754150390625,1.453125,1.453125,1.4494974613189697,2.015625,0.03955078125, doors |  roads |  fences |  rooms |  tables, cats |  trees |  elephants | ࠳ |  animals,0.8453237414360046,0.8920863270759583,0.798561155796051
