epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,3.162541564616064,0.5838802456855774,0.04252387955784798,67.80161895751954,52.51671556880077,1.4765625,1.4765625,1.4494974613189697,1.9609375,0.11572265625, door |  Door |  dogs |  cats |  scholar, walls | walls |  cats |  chairs |  wolves,0.8021582961082458,0.6978417038917542,0.9064748287200928
2,1.3090905004123063,0.005090502556413412,1.607761263847351,31.993634541829426,31.090676275889077,1.4921875,1.4765625,1.4494974613189697,1.9765625,0.1162109375, door |  Door |  dogs |  scholar |  cats, walls |  cats | walls |  chairs |  wolves,0.902877688407898,0.8633093237876892,0.9424460530281067
3,0.8733574662343623,1.6639854907989502,0.00030600099125877023,21.62610912322998,19.592072423299154,1.5,1.4921875,1.4494974613189697,1.9921875,0.10986328125, door |  Door |  scholar |  bird |  dogs, cats |  walls | walls |  wolves |  chairs,0.8525179624557495,0.7482014298439026,0.9568345546722412
4,0.9780869272791278,1.9781252145767212,2.9006343538640067e-05,30.486915397644044,30.496700730423132,1.4921875,1.5078125,1.4494974613189697,2.015625,0.1005859375, door |  Door |  bird |  scholar |  woman, cats |  walls | walls |  wolves |  chairs,0.7410072088241577,0.5251798629760742,0.9568345546722412
5,1.4766372137726687,1.1034348011016846,0.0008975807577371597,34.171897542352475,34.02362642834584,1.5078125,1.5078125,1.4494974613189697,2.03125,0.09521484375, door |  Door |  bird |  scholar |  woman, cats |  walls | walls |  wolves |  chairs,0.9064748287200928,0.8633093237876892,0.9496402740478516
6,0.5916695865529884,1.0527855157852173,0.0011042222613468766,10.952807078758875,10.888990919167798,1.5078125,1.5078125,1.4494974613189697,2.03125,0.09423828125, door |  Door |  bird |  woman |  scholar, cats |  walls |  wolves | walls |  chairs,0.9100719690322876,0.8705036044120789,0.9496402740478516
