epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,5.440459551794144,0.00943954661488533,1.931772232055664,85.61234806378683,71.68947728474934,1.140625,1.1328125,1.0794202089309692,1.4765625,0.15234375, |  | _Tree | /cat |  bird, dogs |  cats |  rats |  doors |  chickens,0.6798561215400696,0.4892086386680603,0.8705036044120789
2,1.2186792584561545,0.0011286459630355239,2.1059858798980713,30.50387077331543,30.364779895544054,1.1484375,1.1328125,1.0794202089309692,1.4921875,0.1455078125, |  | _Tree | /cat |  bird, dogs |  cats |  rats |  doors |  chickens,0.7949640154838562,0.7266187071800232,0.8633093237876892
3,1.1042465370812995,1.6017203330993652,0.0030917164403945208,22.334887867060026,21.729293456673624,1.15625,1.1484375,1.0794202089309692,1.515625,0.130859375, |  | _Tree | /cat | ᠄, dogs |  cats |  chickens |  rats |  doors,0.7841726541519165,0.6618704795837402,0.9064748287200928
4,1.5536247820193956,1.341042399406433,0.0003301436372566968,30.22699730678772,30.87005752225717,1.1484375,1.15625,1.0794202089309692,1.5234375,0.126953125, |  | _Tree | /cat |  bird, dogs |  cats |  chickens |  rats |  doors,0.7122302055358887,0.48201438784599304,0.9424460530281067
5,1.0584141538491665,3.506017310428433e-05,3.0856640338897705,20.88000488181909,20.154861656622963,1.171875,1.1484375,1.0794202089309692,1.5390625,0.12060546875, |  | _Tree | /cat |  bird, dogs |  cats |  rats |  doors |  chickens,0.8705036044120789,0.8848921060562134,0.8561151027679443
