epoch,wug_proj,wugs_proj,dist
1,0.04644141346216202,0.04590829834342003,0.0005331151187419891
2,0.04087525233626366,0.05193895101547241,0.011063698679208755
3,0.03556273132562637,0.05722685530781746,0.021664123982191086
4,0.030878979712724686,0.06157081946730614,0.03069183975458145
5,0.027653954923152924,0.0647726058959961,0.03711865097284317
6,0.025178588926792145,0.06755255162715912,0.042373962700366974
7,0.02364092692732811,0.06945231556892395,0.04581138864159584
8,0.022240467369556427,0.07153984904289246,0.04929938167333603
9,0.02136804163455963,0.07244011014699936,0.05107206851243973
10,0.020698383450508118,0.0734633207321167,0.05276493728160858
11,0.019384125247597694,0.07469643652439117,0.05531231313943863
12,0.018857242539525032,0.07513504475355148,0.0562778040766716
