epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,3.0747644356140276,6.30659294128418,0.0004312917008064687,53.80288596265411,48.73240615129471,1.546875,1.609375,1.4494974613189697,2.203125,0.021240234375, bird |  fence |  chair |  child |  frog, birds |  trees |  chickens |  cats |  lamps,0.7482014298439026,0.5539568066596985,0.9424460530281067
2,2.4102647314203183,3.178913488000035e-08,6.405663967132568,26.60383561501907,26.254381395271714,1.625,1.640625,1.4494974613189697,2.34375,-0.03857421875, bird |  child |  fence |  frog |  tree, birds |  lamps |  cats |  chickens |  chairs,0.8812949657440186,0.8633093237876892,0.8992805480957031
3,2.5920379754355,6.050049781799316,0.0,18.203074067519445,18.2366008492354,1.6015625,1.6953125,1.4494974613189697,2.390625,-0.0576171875, bird |  child |  person |  frog |  tree, birds |  cats |  chickens |  lamps |  ducks,0.6043165326118469,0.26618704199790955,0.9424460530281067
4,3.666195306625757,3.178913488000035e-08,6.050004959106445,33.20664737701484,33.20405336672139,1.6796875,1.6953125,1.4494974613189697,2.515625,-0.10546875, bird |  child |  frog |  fence |  person, birds |  lamps |  ducks |  cats |  chairs,0.8884891867637634,0.9208633303642273,0.8561151027679443
