epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,,0.5535994172096252,1.2655647993087769,60.05181949337324,51.706298828125,1.4453125,1.453125,1.4494974613189697,1.953125,0.09521484375, doors |  door |  creatures | door |  boats, dogs |  birds |  cats |  bird |  trees,0.5210084319114685,0.10084033757448196,0.9411764740943909
2,,0.1885872483253479,0.22707310318946838,46.16897786458333,43.8181640625,1.4453125,1.453125,1.4494974613189697,1.9609375,0.08349609375, doors |  door | door |  creatures | _door, dogs |  birds |  cats |  trees |  Cats,0.5462185144424438,0.1260504275560379,0.9663865566253662
3,,0.1704677939414978,0.07306408137083054,31.647135416666668,30.47109375,1.453125,1.4453125,1.4494974613189697,1.9765625,0.0693359375, doors |  door | door |  creature | _door, dogs |  birds |  cats |  trees |  girls,0.5420168042182922,0.10924369841814041,0.9747899174690247
4,,0.2658231854438782,0.010627969168126583,27.001498413085937,26.417830403645834,1.4453125,1.453125,1.4494974613189697,2.0,0.047119140625, doors |  door |  creature | door |  Creature, dogs |  cats |  birds |  Cats |  girls,0.5462185144424438,0.09243697673082352,1.0
5,,0.3795144259929657,0.07766242325305939,21.409881416956583,21.347863006591798,1.453125,1.453125,1.4494974613189697,2.03125,0.015869140625, doors |  creature |  door | door |  Creature, dogs |  birds |  cats |  girls |  Cats,0.5840336084365845,0.18487395346164703,0.9831932783126831
6,,0.0007815166609361768,1.1614772081375122,14.980647786458333,14.715397135416667,1.453125,1.4453125,1.4494974613189697,2.0625,-0.01220703125, creature |  Creature |  door |  doors |  goat, birds |  dogs |  cats |  girls |  trees,0.743697464466095,0.605042040348053,0.8823529481887817
7,,0.36766517162323,0.00430340925231576,17.236735026041668,17.125621287027993,1.453125,1.453125,1.4494974613189697,2.078125,-0.033203125, creature |  Creature |  door |  doors |  goat, birds |  dogs |  cats |  girls |  trees,0.6260504126548767,0.2521008551120758,1.0
8,,9.710860467748716e-05,2.118063449859619,9.909293365478515,9.64388427734375,1.453125,1.4453125,1.4494974613189697,2.109375,-0.060791015625, creature |  Creature |  door |  doors |  lizard, birds |  dogs |  cats |  girls | 两只,0.7899159789085388,0.7226890921592712,0.8571428656578064
