epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,5.441414393577725,0.007634573616087437,1.9956496953964233,86.05309727191926,67.59036181767782,1.5,1.484375,1.4494974613189697,1.984375,0.11181640625, book |  books | .book |  книг |  seat, cows |  chickens |  chairs |  Phones |  phones,0.9117646813392639,0.9579831957817078,0.8655462265014648
2,1.2767064405574577,1.0460870265960693,0.002154197543859482,43.39026482502619,42.32380701700846,1.5,1.5078125,1.4494974613189697,2.015625,0.1064453125, book | .book |  книг |  seat |  books, cows |  chickens |  chairs |  Phones |  phones,0.8739495873451233,0.756302535533905,0.9915966391563416
3,0.7503695938790619,0.0008063236018642783,2.152203321456909,20.894036315878232,20.837175989151,1.515625,1.5,1.4494974613189697,2.03125,0.1005859375, book | .book | _book |  books |  книг, cows |  chairs |  chickens |  Phones |  phones,0.9495798349380493,0.9495798349380493,0.9495798349380493
