epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,,0.6967560052871704,0.2546344995498657,66.876953125,59.68502604166667,1.453125,1.4453125,1.4494974613189697,1.9140625,0.1240234375, dogs |  woman |  cats |  dog |  chairs, cats |  trees |  Cats |  chairs |  dogs,0.5575539469718933,0.9424460530281067,0.17266187071800232
2,,0.9719470739364624,0.023067738860845566,47.887890625,45.2533203125,1.4453125,1.4453125,1.4494974613189697,1.9375,0.10595703125, woman |  dog |  doorstep |  dogs |  doors, cats |  Cats |  trees |  dogs |  chairs,0.6582733988761902,0.798561155796051,0.5179855823516846
3,,0.25392523407936096,0.029561001807451248,25.532747395833333,24.930729166666666,1.453125,1.453125,1.4494974613189697,1.9609375,0.08251953125, dog |  woman |  doorstep |  rat |  Dog, cats |  trees |  Cats |  dogs |  chairs,0.6618704795837402,0.8561151027679443,0.4676258862018585
4,,0.0029005587566643953,0.4823463559150696,22.698567708333332,22.734765625,1.453125,1.4453125,1.4494974613189697,1.9921875,0.05419921875, dog |  doorstep |  woman |  creature |  Dog, cats |  Cats |  trees |  dogs |  chairs,0.633093535900116,0.9424460530281067,0.32374101877212524
5,,0.0017936211079359055,0.37511545419692993,25.386376953125,25.40995890299479,1.453125,1.4453125,1.4494974613189697,2.03125,0.0260009765625, dog |  creature |  woman |  doorstep |  rat, cats |  Cats |  trees |  dogs |  chairs,0.7122302055358887,0.935251772403717,0.4892086386680603
6,,0.1931890845298767,0.07954714447259903,15.0680419921875,15.043467203776041,1.453125,1.4453125,1.4494974613189697,2.046875,-0.003387451171875, creature |  dog |  woman |  Dog |  rat, cats |  trees |  Cats |  dogs |  rabbits,0.7769784331321716,0.8129496574401855,0.7410072088241577
7,,1.1164295673370361,0.00013862601190339774,11.44152119954427,11.536527093251546,1.4453125,1.453125,1.4494974613189697,2.078125,-0.0289306640625, creature |  dog |  woman |  Dog |  doorstep, cats |  dogs |  Cats |  trees |  rabbits,0.6618704795837402,0.43884891271591187,0.8848921060562134
8,,0.04871649667620659,0.009150306694209576,15.462325827280681,15.175374348958334,1.453125,1.4453125,1.4494974613189697,2.109375,-0.057861328125, creature |  dog |  woman |  Dog |  rat, cats |  Cats |  dogs |  trees | 两只,0.798561155796051,0.798561155796051,0.798561155796051
