epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,2.770251994052281,0.3706147372722626,0.22526907920837402,73.16422119140626,62.62544968922933,1.46875,1.4765625,1.4494974613189697,1.9375,0.130859375, bird |  chairs |  Chairs |  chair |  Chair, birds |  trees |  walls |  lamps |  bird,0.8201438784599304,0.7194244861602783,0.9208633303642273
2,0.6348793604202607,0.004080408252775669,1.2773017883300781,31.420066579182944,24.377370198567707,1.4765625,1.4765625,1.4494974613189697,1.953125,0.130859375, bird |  chairs |  chair |  Chairs |  child, birds |  trees |  walls |  lamps |  chickens,0.8776978254318237,0.8129496574401855,0.9424460530281067
3,0.5806566667066666,1.6896941661834717,0.0007940768846310675,16.988433837890625,17.117071533203124,1.4765625,1.4921875,1.4494974613189697,1.9609375,0.1259765625, bird |  chairs |  chair |  Chairs |  Chair, birds |  trees |  walls |  lamps |  chickens,0.7517985701560974,0.5467625856399536,0.9568345546722412
4,0.9411375253867542,0.0010011264821514487,1.3077738285064697,30.646328004201255,30.86577008565267,1.484375,1.484375,1.4494974613189697,1.96875,0.12451171875, bird |  chairs |  chair |  child |  Chairs, birds |  trees |  walls |  lamps |  chickens,0.8920863270759583,0.8489208817481995,0.935251772403717
