epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,4.461601290594747,4.687656879425049,0.0005886409198865294,70.01908365885417,68.89689432779947,1.109375,1.125,1.0794202089309692,1.4609375,0.1474609375, |  | ﯡ | 숵 | 옯, doors |  rats |  cats |  lamps | ᥔ,0.743697464466095,0.4957983195781708,0.9915966391563416
2,2.0878188471343795,3.509748697280884,3.3457556583016412e-06,53.21882616678874,50.15680263688167,1.125,1.1484375,1.0794202089309692,1.4921875,0.1298828125,ﯡ |  |  | (child |  child, doors |  rats |  cats |  lamps |  dogs,0.8025209903717041,0.6134454011917114,0.9915966391563416
3,2.075383560335077,0.8039668798446655,0.007953101769089699,43.54989159257772,43.37289251188437,1.140625,1.140625,1.0794202089309692,1.515625,0.11669921875,ﯡ | (child |  child |  | , doors |  rats |  cats |  lamps |  dogs,0.9411764740943909,0.924369752407074,0.9579831957817078
